datetime,location_name,no_of_people,day_of_week,temperature,rainfall,event_day
2024-06-03 09:00:00,Sydney,12,0,24.041033796499068,0,1
2024-06-03 10:00:00,Sydney,13,0,20.999755680841805,1,1
2024-06-03 11:00:00,Sydney,10,0,19.501447243948387,0,1
2024-06-03 12:00:00,Sydney,16,0,22.01081097836436,1,1
2024-06-03 13:00:00,Sydney,11,0,17.05117156376132,0,1
2024-06-03 14:00:00,Sydney,14,0,20.25200668944356,0,1
2024-06-03 15:00:00,Sydney,11,0,20.629557282639475,0,1
2024-06-03 16:00:00,Sydney,11,0,22.12632611959319,1,1
2024-06-03 17:00:00,Sydney,15,0,21.717525956087275,0,1
2024-06-03 18:00:00,Sydney,7,0,22.23568544286792,0,1
2024-06-03 19:00:00,Sydney,5,0,21.17363095724372,0,1
2024-06-03 20:00:00,Sydney,4,0,20.991450654215694,0,1
2024-06-03 21:00:00,Sydney,4,0,21.8859446626645,0,1
2024-06-03 22:00:00,Sydney,4,0,21.635064650763574,0,1
2024-06-03 23:00:00,Sydney,3,0,22.35477257670492,0,1
2024-06-04 00:00:00,Sydney,5,1,21.731369344080758,0,0
2024-06-04 01:00:00,Sydney,4,1,22.09152480572983,1,0
2024-06-04 02:00:00,Sydney,4,1,22.161321389966357,1,0
2024-06-04 03:00:00,Sydney,3,1,21.175090479823556,0,0
2024-06-04 04:00:00,Sydney,4,1,23.71174734199549,1,0
2024-06-04 05:00:00,Sydney,2,1,22.9348562799443,0,0
2024-06-04 06:00:00,Sydney,3,1,27.39642820622037,1,0
2024-06-04 07:00:00,Sydney,5,1,21.093219519441245,0,0
2024-06-04 08:00:00,Sydney,13,1,22.108218260436153,1,0
2024-06-04 09:00:00,Sydney,15,1,26.136608318578425,0,0
2024-06-04 10:00:00,Sydney,20,1,28.678141789807007,1,0
2024-06-04 11:00:00,Sydney,10,1,21.82825848883067,0,0
2024-06-04 12:00:00,Sydney,16,1,20.924494972057754,1,0
2024-06-04 13:00:00,Sydney,19,1,26.789706011079765,1,0
2024-06-04 14:00:00,Sydney,14,1,21.359924307098574,0,0
2024-06-04 15:00:00,Sydney,13,1,26.98168910757238,0,0
2024-06-04 16:00:00,Sydney,8,1,20.0401441498439,0,0
2024-06-04 17:00:00,Sydney,17,1,26.696143496183232,0,0
2024-06-04 18:00:00,Sydney,17,1,23.067301570086943,0,0
2024-06-04 19:00:00,Sydney,6,1,20.36020056636985,1,0
2024-06-04 20:00:00,Sydney,3,1,23.48070387874316,0,0
2024-06-04 21:00:00,Sydney,6,1,21.04878597517847,0,0
2024-06-04 22:00:00,Sydney,5,1,22.788650747800204,1,0
2024-06-04 23:00:00,Sydney,4,1,25.621874999753285,0,0
2024-06-05 00:00:00,Sydney,4,2,23.318164515146215,1,0
2024-06-05 01:00:00,Sydney,2,2,23.39929207820595,0,0
2024-06-05 02:00:00,Sydney,4,2,24.412730742232643,1,0
2024-06-05 03:00:00,Sydney,3,2,27.608005432288703,0,0
2024-06-05 04:00:00,Sydney,3,2,27.21874553138712,0,0
2024-06-05 05:00:00,Sydney,3,2,25.15963457615672,1,0
2024-06-05 06:00:00,Sydney,4,2,24.0141138105049,1,0
2024-06-05 07:00:00,Sydney,6,2,28.67264755789941,0,0
2024-06-05 08:00:00,Sydney,12,2,25.744405594727933,1,0
2024-06-05 09:00:00,Sydney,11,2,24.34900131877106,0,0
2024-06-05 10:00:00,Sydney,17,2,24.650741733359972,1,0
2024-06-05 11:00:00,Sydney,13,2,25.69464594833191,0,0
2024-06-05 12:00:00,Sydney,15,2,26.732201602937533,0,0
2024-06-05 13:00:00,Sydney,17,2,26.968696555104664,0,0
2024-06-05 14:00:00,Sydney,17,2,23.219160506291892,0,0
2024-06-05 15:00:00,Sydney,16,2,24.57271934678975,0,0
2024-06-05 16:00:00,Sydney,13,2,23.603326499948707,0,0
2024-06-05 17:00:00,Sydney,19,2,26.534563600174796,0,0
2024-06-05 18:00:00,Sydney,12,2,23.93707440092312,0,0
2024-06-05 19:00:00,Sydney,3,2,24.845770272543803,0,0
2024-06-05 20:00:00,Sydney,5,2,23.284552676631773,0,0
2024-06-05 21:00:00,Sydney,4,2,22.75401675745762,0,0
2024-06-05 22:00:00,Sydney,5,2,25.45906226777837,0,0
2024-06-05 23:00:00,Sydney,5,2,23.27825142839935,1,0
2024-06-06 00:00:00,Sydney,4,3,24.87548910082223,0,0
2024-06-06 01:00:00,Sydney,4,3,24.256791035372256,1,0
2024-06-06 02:00:00,Sydney,4,3,21.152025908676997,0,0
2024-06-06 03:00:00,Sydney,4,3,23.388593305644086,1,0
2024-06-06 04:00:00,Sydney,4,3,29.065475471823966,0,0
2024-06-06 05:00:00,Sydney,5,3,24.184650352523853,0,0
2024-06-06 06:00:00,Sydney,4,3,24.86159818736069,1,0
2024-06-06 07:00:00,Sydney,5,3,21.951291255836853,0,0
2024-06-06 08:00:00,Sydney,14,3,28.04200058439858,0,0
2024-06-06 09:00:00,Sydney,12,3,26.312451175387267,0,0
2024-06-06 10:00:00,Sydney,16,3,21.95187075600848,0,0
2024-06-06 11:00:00,Sydney,18,3,25.730738354492587,0,0
2024-06-06 12:00:00,Sydney,17,3,26.47147343665246,1,0
2024-06-06 13:00:00,Sydney,14,3,26.93832747890777,0,0
2024-06-06 14:00:00,Sydney,11,3,26.6218523514898,1,0
2024-06-06 15:00:00,Sydney,18,3,23.251529802443272,0,0
2024-06-06 16:00:00,Sydney,13,3,25.758875855560454,1,0
2024-06-06 17:00:00,Sydney,16,3,22.8949886661735,0,0
2024-06-06 18:00:00,Sydney,12,3,21.695176314345552,1,0
2024-06-06 19:00:00,Sydney,3,3,23.161884085193996,0,0
2024-06-06 20:00:00,Sydney,2,3,26.300112540193968,0,0
2024-06-06 21:00:00,Sydney,2,3,26.639028019306984,0,0
2024-06-06 22:00:00,Sydney,5,3,24.943154368902892,0,0
2024-06-06 23:00:00,Sydney,4,3,26.892826080510805,0,0
2024-06-07 00:00:00,Sydney,5,4,24.561168221189234,1,0
2024-06-07 01:00:00,Sydney,3,4,24.449046858334157,1,0
2024-06-07 02:00:00,Sydney,5,4,23.287938626319523,0,0
2024-06-07 03:00:00,Sydney,5,4,26.256598608684747,0,0
2024-06-07 04:00:00,Sydney,4,4,22.798577745611954,1,0
2024-06-07 05:00:00,Sydney,5,4,22.52602491651198,0,0
2024-06-07 06:00:00,Sydney,5,4,23.163501988344763,0,0
2024-06-07 07:00:00,Sydney,4,4,24.702689547599892,0,0
2024-06-07 08:00:00,Sydney,12,4,24.58869389779682,0,0
2024-06-07 09:00:00,Sydney,15,4,27.40087244363387,1,0
2024-06-07 10:00:00,Sydney,12,4,23.888732375785427,0,0
2024-06-07 11:00:00,Sydney,15,4,25.43179480346956,0,0
2024-06-07 12:00:00,Sydney,9,4,24.585225045296788,0,0
2024-06-07 13:00:00,Sydney,11,4,23.081834529083583,1,0
2024-06-07 14:00:00,Sydney,12,4,23.5175209557282,0,0
2024-06-07 15:00:00,Sydney,14,4,27.743227032691387,0,0
2024-06-07 16:00:00,Sydney,14,4,29.1530201479762,0,0
2024-06-07 17:00:00,Sydney,20,4,22.67404207444889,0,0
2024-06-07 18:00:00,Sydney,8,4,24.200353336831057,0,0
2024-06-07 19:00:00,Sydney,2,4,20.02422012423751,0,0
2024-06-07 20:00:00,Sydney,1,4,24.01307557918337,0,0
2024-06-07 21:00:00,Sydney,4,4,23.877694629464195,0,0
2024-06-07 22:00:00,Sydney,3,4,22.40717062940678,1,0
2024-06-07 23:00:00,Sydney,4,4,22.746958902038298,0,0
2024-06-08 00:00:00,Sydney,3,5,26.999538088373267,1,0
2024-06-08 01:00:00,Sydney,3,5,23.844977992726523,0,0
2024-06-08 02:00:00,Sydney,4,5,22.35005576345779,1,0
2024-06-08 03:00:00,Sydney,3,5,22.92195955605463,1,0
2024-06-08 04:00:00,Sydney,3,5,20.18730255553095,1,0
2024-06-08 05:00:00,Sydney,4,5,24.553735023435422,0,0
2024-06-08 06:00:00,Sydney,4,5,24.542529690331108,1,0
2024-06-08 07:00:00,Sydney,4,5,25.525371478285095,0,0
2024-06-08 08:00:00,Sydney,16,5,20.84369075221453,0,0
2024-06-08 09:00:00,Sydney,10,5,24.93015059271287,1,0
2024-06-08 10:00:00,Sydney,16,5,20.535574284718223,1,0
2024-06-08 11:00:00,Sydney,13,5,18.876488574849684,1,0
2024-06-08 12:00:00,Sydney,18,5,22.985006870191082,1,0
2024-06-08 13:00:00,Sydney,19,5,24.743783549062975,0,0
2024-06-08 14:00:00,Sydney,15,5,18.96121522513928,0,0
2024-06-08 15:00:00,Sydney,9,5,22.584419885044383,1,0
2024-06-08 16:00:00,Sydney,13,5,22.735019304339275,0,0
2024-06-08 17:00:00,Sydney,7,5,21.43576482034705,0,0
2024-06-08 18:00:00,Sydney,14,5,22.70503837878782,0,0
2024-06-08 19:00:00,Sydney,5,5,16.93622854317488,0,0
2024-06-08 20:00:00,Sydney,3,5,25.00309808385606,0,0
2024-06-08 21:00:00,Sydney,3,5,20.555733686601794,0,0
2024-06-08 22:00:00,Sydney,2,5,17.706042614118203,0,0
2024-06-08 23:00:00,Sydney,4,5,19.5665162548121,0,0
2024-06-09 00:00:00,Sydney,5,6,15.182091476376005,0,1
2024-06-09 01:00:00,Sydney,4,6,19.513965822097916,0,1
2024-06-09 02:00:00,Sydney,2,6,20.69928238152846,1,1
2024-06-09 03:00:00,Sydney,3,6,20.533660025047844,0,1
2024-06-09 04:00:00,Sydney,4,6,23.177880282687873,1,1
2024-06-09 05:00:00,Sydney,2,6,22.16306874673691,1,1
2024-06-09 06:00:00,Sydney,4,6,20.162112678330505,0,1
2024-06-09 07:00:00,Sydney,3,6,17.617592253853495,0,1
2024-06-09 08:00:00,Sydney,14,6,17.494012697127236,0,1
2024-06-09 09:00:00,Sydney,13,6,18.396100280500686,0,1
2024-06-09 10:00:00,Sydney,14,6,16.549922702253376,0,1
2024-06-09 11:00:00,Sydney,10,6,22.00897261793988,1,1
2024-06-09 12:00:00,Sydney,8,6,21.308323641575836,1,1
2024-06-09 13:00:00,Sydney,12,6,17.913939373169168,0,1
2024-06-09 14:00:00,Sydney,13,6,17.27041978957391,0,1
2024-06-09 15:00:00,Sydney,10,6,16.073569604679065,0,1
2024-06-09 16:00:00,Sydney,15,6,15.284958360404232,1,1
2024-06-09 17:00:00,Sydney,13,6,16.54116163167619,0,1
2024-06-09 18:00:00,Sydney,15,6,19.869926566545068,0,1
2024-06-09 19:00:00,Sydney,3,6,17.345626501384682,0,1
2024-06-09 20:00:00,Sydney,2,6,18.781328417084662,0,1
2024-06-09 21:00:00,Sydney,3,6,15.857251061123192,0,1
2024-06-09 22:00:00,Sydney,3,6,13.358928986405465,0,1
2024-06-09 23:00:00,Sydney,3,6,16.250535817491702,0,1
2024-06-10 00:00:00,Sydney,1,0,22.03042053693617,0,1
2024-06-10 01:00:00,Sydney,3,0,17.143453826792626,0,1
2024-06-10 02:00:00,Sydney,2,0,20.59705613970594,0,1
2024-06-10 03:00:00,Sydney,3,0,15.975663071941748,0,1
2024-06-10 04:00:00,Sydney,3,0,15.071401052846507,1,1
2024-06-10 05:00:00,Sydney,2,0,18.208310061637576,0,1
2024-06-10 06:00:00,Sydney,4,0,19.970402683671324,0,1
2024-06-10 07:00:00,Sydney,4,0,18.497279943475224,0,1
2024-06-10 08:00:00,Sydney,19,0,16.784792413792527,1,1
2024-06-10 09:00:00,Sydney,11,0,15.102656568741427,0,1
2024-06-10 10:00:00,Sydney,12,0,18.486378165445068,0,1
2024-06-10 11:00:00,Sydney,8,0,17.459305979900172,1,1
2024-06-10 12:00:00,Sydney,14,0,16.70016112318683,0,1
2024-06-10 13:00:00,Sydney,11,0,17.620193143289367,0,1
2024-06-10 14:00:00,Sydney,9,0,19.180271258189524,0,1
2024-06-10 15:00:00,Sydney,14,0,17.540212270053175,1,1
2024-06-10 16:00:00,Sydney,14,0,13.007589646765796,1,1
2024-06-10 17:00:00,Sydney,9,0,14.5051117140042,0,1
2024-06-10 18:00:00,Sydney,12,0,15.464572749941848,1,1
2024-06-10 19:00:00,Sydney,2,0,17.69796834456242,1,1
2024-06-10 20:00:00,Sydney,3,0,15.437208763384044,0,1
2024-06-10 21:00:00,Sydney,2,0,17.15900589254669,1,1
2024-06-10 22:00:00,Sydney,3,0,13.79468185297123,0,1
2024-06-10 23:00:00,Sydney,2,0,16.611243266682017,0,1
2024-06-11 00:00:00,Sydney,4,1,16.04134542874118,1,0
2024-06-11 01:00:00,Sydney,3,1,13.348211174609201,0,0
2024-06-11 02:00:00,Sydney,3,1,21.752922584992575,1,0
2024-06-11 03:00:00,Sydney,1,1,13.206365762669282,0,0
2024-06-11 04:00:00,Sydney,3,1,11.899801122754791,0,0
2024-06-11 05:00:00,Sydney,1,1,12.835245614770523,0,0
2024-06-11 06:00:00,Sydney,2,1,17.29187301355719,0,0
2024-06-11 07:00:00,Sydney,4,1,13.151669107249393,1,0
2024-06-11 08:00:00,Sydney,12,1,13.29423665695957,1,0
2024-06-11 09:00:00,Sydney,15,1,15.760354843372996,0,0
2024-06-11 10:00:00,Sydney,14,1,13.870168740864163,1,0
2024-06-11 11:00:00,Sydney,3,1,12.392130924601673,1,0
2024-06-11 12:00:00,Sydney,7,1,15.301670933139773,0,0
2024-06-11 13:00:00,Sydney,12,1,15.051363983001302,1,0
2024-06-11 14:00:00,Sydney,4,1,14.37728491214246,0,0
2024-06-11 15:00:00,Sydney,9,1,10.999197399138469,0,0
2024-06-11 16:00:00,Sydney,11,1,9.546800790205094,0,0
2024-06-11 17:00:00,Sydney,11,1,10.474201274219848,0,0
2024-06-11 18:00:00,Sydney,3,1,14.05317021672505,0,0
2024-06-11 19:00:00,Sydney,4,1,9.923469667592881,0,0
2024-06-11 20:00:00,Sydney,3,1,12.153299040003766,1,0
2024-06-11 21:00:00,Sydney,2,1,9.438114367757167,0,0
2024-06-11 22:00:00,Sydney,3,1,9.831306232915962,0,0
2024-06-11 23:00:00,Sydney,1,1,13.15946647108585,1,0
2024-06-12 00:00:00,Sydney,3,2,12.134471080896336,1,0
2024-06-12 01:00:00,Sydney,3,2,12.206860927182573,1,0
2024-06-12 02:00:00,Sydney,3,2,13.218677406767032,1,0
2024-06-12 03:00:00,Sydney,3,2,14.125719790474704,1,0
2024-06-12 04:00:00,Sydney,1,2,13.29929848436959,0,0
2024-06-12 05:00:00,Sydney,4,2,11.683214475413356,0,0
2024-06-12 06:00:00,Sydney,2,2,11.054758637820816,0,0
2024-06-12 07:00:00,Sydney,0,2,13.025596927125768,0,0
2024-06-12 08:00:00,Sydney,7,2,8.183668804362508,0,0
2024-06-12 09:00:00,Sydney,7,2,12.83000763998345,0,0
2024-06-12 10:00:00,Sydney,6,2,11.938320730170823,0,0
2024-06-12 11:00:00,Sydney,5,2,6.946630256640025,0,0
2024-06-12 12:00:00,Sydney,8,2,13.05338053961479,1,0
2024-06-12 13:00:00,Sydney,8,2,10.265253047132763,0,0
2024-06-12 14:00:00,Sydney,4,2,8.061439593055953,0,0
2024-06-12 15:00:00,Sydney,11,2,12.244544331016467,1,0
2024-06-12 16:00:00,Sydney,2,2,10.89952151113687,0,0
2024-06-12 17:00:00,Sydney,7,2,15.50823812636627,0,0
2024-06-12 18:00:00,Sydney,8,2,9.18122071280652,0,0
2024-06-12 19:00:00,Sydney,2,2,9.713130860343519,0,0
2024-06-12 20:00:00,Sydney,3,2,6.977840980223981,0,0
2024-06-12 21:00:00,Sydney,1,2,9.363884199806082,0,0
2024-06-12 22:00:00,Sydney,3,2,7.09012301708006,1,0
2024-06-12 23:00:00,Sydney,3,2,7.648015134119975,0,0
2024-06-13 00:00:00,Sydney,2,3,10.564239802743826,1,0
2024-06-13 01:00:00,Sydney,2,3,4.048882545692948,0,0
2024-06-13 02:00:00,Sydney,2,3,10.946612745566945,0,0
2024-06-13 03:00:00,Sydney,2,3,6.919544460987586,1,0
2024-06-13 04:00:00,Sydney,1,3,7.285614203705872,0,0
2024-06-13 05:00:00,Sydney,0,3,11.654852849967948,0,0
2024-06-13 06:00:00,Sydney,1,3,10.561596787348563,1,0
2024-06-13 07:00:00,Sydney,0,3,8.461106331365148,0,0
2024-06-13 08:00:00,Sydney,8,3,8.176384187289255,0,0
2024-06-13 09:00:00,Sydney,10,3,10.564360016168918,1,0
2024-06-13 10:00:00,Sydney,9,3,9.498211074189296,0,0
2024-06-13 11:00:00,Sydney,7,3,10.038699355382773,1,0
2024-06-13 12:00:00,Sydney,2,3,5.805045332939157,1,0
2024-06-13 13:00:00,Sydney,2,3,5.62745827091625,1,0
2024-06-13 14:00:00,Sydney,12,3,6.071130309118303,0,0
2024-06-13 15:00:00,Sydney,6,3,8.591298976264873,1,0
2024-06-13 16:00:00,Sydney,2,3,13.163365518455002,1,0
2024-06-13 17:00:00,Sydney,7,3,7.713417555457164,0,0
2024-06-13 18:00:00,Sydney,8,3,7.865144969553935,1,0
2024-06-13 19:00:00,Sydney,0,3,5.081411109772216,0,0
2024-06-13 20:00:00,Sydney,2,3,7.933067921079196,0,0
2024-06-13 21:00:00,Sydney,2,3,6.1416795572363085,1,0
2024-06-13 22:00:00,Sydney,1,3,6.996413855207622,0,0
2024-06-13 23:00:00,Sydney,2,3,11.04702336370907,1,0
2024-06-14 00:00:00,Sydney,0,4,5.424065857212854,0,0
2024-06-14 01:00:00,Sydney,1,4,3.03815417317803,1,0
2024-06-14 02:00:00,Sydney,1,4,3.357662650049029,0,0
2024-06-14 03:00:00,Sydney,1,4,8.02193497605607,0,0
2024-06-14 04:00:00,Sydney,1,4,7.64782385144415,0,0
2024-06-14 05:00:00,Sydney,1,4,3.3195655651225033,0,0
2024-06-14 06:00:00,Sydney,3,4,9.915058575473996,0,0
2024-06-14 07:00:00,Sydney,2,4,7.153116497150415,0,0
2024-06-14 08:00:00,Sydney,0,4,6.317288525399442,0,0
2024-06-14 09:00:00,Sydney,6,4,4.886843999338046,0,0
2024-06-14 10:00:00,Sydney,6,4,8.918410875264216,1,0
2024-06-14 11:00:00,Sydney,4,4,5.342221413753736,0,0
2024-06-14 12:00:00,Sydney,7,4,6.847293262009039,0,0
2024-06-14 13:00:00,Sydney,6,4,8.716794108075119,0,0
2024-06-14 14:00:00,Sydney,6,4,7.625710639334723,0,0
2024-06-14 15:00:00,Sydney,8,4,7.202738317903116,1,0
2024-06-14 16:00:00,Sydney,9,4,3.6923688337832528,0,0
2024-06-14 17:00:00,Sydney,8,4,6.282852794537444,0,0
2024-06-14 18:00:00,Sydney,7,4,8.243062524157985,1,0
2024-06-14 19:00:00,Sydney,3,4,9.196256426199572,0,0
2024-06-14 20:00:00,Sydney,2,4,5.978274752268561,0,0
2024-06-14 21:00:00,Sydney,1,4,4.3317816149218995,0,0
2024-06-14 22:00:00,Sydney,0,4,5.650711088967941,0,0
2024-06-14 23:00:00,Sydney,0,4,7.150938480319374,0,0
2024-06-15 00:00:00,Sydney,2,5,9.432013721229062,1,1
2024-06-15 01:00:00,Sydney,1,5,2.9476245020724607,0,1
2024-06-15 02:00:00,Sydney,1,5,3.842288482557599,1,1
2024-06-15 03:00:00,Sydney,2,5,4.9270499611923535,0,1
2024-06-15 04:00:00,Sydney,2,5,7.358090242565989,1,1
2024-06-15 05:00:00,Sydney,0,5,8.786711835890811,0,1
2024-06-15 06:00:00,Sydney,0,5,7.838831078538876,1,1
2024-06-15 07:00:00,Sydney,0,5,5.747778447918057,0,1
2024-06-15 08:00:00,Sydney,4,5,6.6432563844633075,1,1
2024-06-15 09:00:00,Sydney,5,5,6.149621510401728,0,1
2024-06-15 10:00:00,Sydney,8,5,4.515337139765314,0,1
2024-06-15 11:00:00,Sydney,4,5,7.989701001706092,0,1
2024-06-15 12:00:00,Sydney,5,5,5.687616296993939,1,1
2024-06-15 13:00:00,Sydney,5,5,2.689934156181343,0,1
2024-06-15 14:00:00,Sydney,2,5,7.888068829831273,1,1
2024-06-15 15:00:00,Sydney,5,5,6.815792785257527,0,1
2024-06-15 16:00:00,Sydney,1,5,3.2170312436085755,0,1
2024-06-15 17:00:00,Sydney,5,5,7.331963239582887,0,1
2024-06-15 18:00:00,Sydney,9,5,7.058249068916721,0,1
2024-06-15 19:00:00,Sydney,3,5,4.583163966272016,0,1
2024-06-15 20:00:00,Sydney,1,5,2.706559992218285,0,1
2024-06-15 21:00:00,Sydney,2,5,6.9817631213455265,0,1
2024-06-15 22:00:00,Sydney,0,5,5.0399408653837705,1,1
2024-06-15 23:00:00,Sydney,1,5,5.89790156521745,0,1
2024-06-16 00:00:00,Sydney,2,6,7.797994471114098,0,0
2024-06-16 01:00:00,Sydney,2,6,2.4747253935219824,0,0
2024-06-16 02:00:00,Sydney,2,6,3.5571585227455946,1,0
2024-06-16 03:00:00,Sydney,3,6,6.0608784122051045,1,0
2024-06-16 04:00:00,Sydney,2,6,8.562336110736952,0,0
2024-06-16 05:00:00,Sydney,1,6,4.652307448412858,1,0
2024-06-16 06:00:00,Sydney,2,6,5.284775955713791,0,0
2024-06-16 07:00:00,Sydney,0,6,1.229952082654946,0,0
2024-06-16 08:00:00,Sydney,6,6,3.106697565304743,0,0
2024-06-16 09:00:00,Sydney,4,6,4.024615475325256,0,0
2024-06-16 10:00:00,Sydney,8,6,7.517546555871445,1,0
2024-06-16 11:00:00,Sydney,5,6,3.8117701032288442,1,0
2024-06-16 12:00:00,Sydney,4,6,7.029331661805957,0,0
2024-06-16 13:00:00,Sydney,4,6,3.6721142392371604,0,0
2024-06-16 14:00:00,Sydney,6,6,9.332887331698192,0,0
2024-06-16 15:00:00,Sydney,3,6,5.035061270788414,1,0
2024-06-16 16:00:00,Sydney,3,6,8.081247679515274,1,0
2024-06-16 17:00:00,Sydney,6,6,2.72614196805408,1,0
2024-06-16 18:00:00,Sydney,7,6,3.3097238300852907,0,0
2024-06-16 19:00:00,Sydney,1,6,0.4724521865381561,0,0
2024-06-16 20:00:00,Sydney,3,6,8.770169617534693,1,0
2024-06-16 21:00:00,Sydney,2,6,5.057851295368908,0,0
2024-06-16 22:00:00,Sydney,1,6,8.167755609018293,0,0
2024-06-16 23:00:00,Sydney,1,6,5.848776316954061,0,0
2024-06-17 00:00:00,Sydney,1,0,8.851214847095152,0,1
2024-06-17 01:00:00,Sydney,2,0,6.927793621915475,0,1
2024-06-17 02:00:00,Sydney,1,0,6.347469406375111,1,1
2024-06-17 03:00:00,Sydney,1,0,7.1953727228639766,0,1
2024-06-17 04:00:00,Sydney,1,0,6.348556832148706,0,1
2024-06-17 05:00:00,Sydney,3,0,3.088619966420187,1,1
2024-06-17 06:00:00,Sydney,1,0,5.6890416682601845,0,1
2024-06-17 07:00:00,Sydney,0,0,6.711441106561515,0,1
2024-06-17 08:00:00,Sydney,3,0,6.832093374507589,0,1
2024-06-17 09:00:00,Sydney,2,0,8.096505658008052,0,1
2024-06-17 10:00:00,Sydney,0,0,5.3703230419716395,0,1
2024-06-17 11:00:00,Sydney,5,0,2.900902040147489,1,1
2024-06-17 12:00:00,Sydney,6,0,8.634039268270678,0,1
2024-06-17 13:00:00,Sydney,4,0,6.5969164161593055,0,1
2024-06-17 14:00:00,Sydney,4,0,8.169478175027878,1,1
2024-06-17 15:00:00,Sydney,11,0,8.117326208490427,1,1
2024-06-17 16:00:00,Sydney,7,0,3.8368809860711157,0,1
2024-06-17 17:00:00,Sydney,6,0,5.784977547316325,0,1
2024-06-17 18:00:00,Sydney,1,0,7.0549394326520085,0,1
2024-06-17 19:00:00,Sydney,2,0,1.9778257222637166,0,1
2024-06-17 20:00:00,Sydney,1,0,7.318186829886723,0,1
2024-06-17 21:00:00,Sydney,2,0,9.280836619102148,0,1
2024-06-17 22:00:00,Sydney,1,0,7.876048155677775,0,1
2024-06-17 23:00:00,Sydney,2,0,8.111480626052536,1,1
2024-06-18 00:00:00,Sydney,1,1,7.921115604936926,0,0
