,Feature_1,Feature_2
188,-1.1460770260452025,-1.6345168445284688
189,-0.9634381731050959,-0.5379103524720082
190,-1.0816169674297313,-1.6445480785422109
191,-1.039433814356754,-1.5206803226768977
192,-1.0424023360183226,-1.6332973225182363
193,-1.131036737340168,-1.6770018930187172
194,-1.4421594648737748,-0.22378987892674573
195,-1.0502522477214895,-1.5703727557119185
196,-0.9876186508736114,-0.6172675535071512
197,-1.2044670366298336,-1.774505534745075
198,-1.0900645037854209,-1.6433347766942996
199,-0.9407776752298925,-0.6402744258280278
200,-1.0617611332918098,-0.23177257320293398
201,-1.009803632329767,-0.22042958578468758
202,-1.09783781842208,-1.6447938578743402
203,-1.203067542711989,-0.3002309584998909
204,-1.1105941990226116,-1.8793733532947723
205,-1.222175325844294,-0.49200149443293384
206,-1.0913608118799272,-1.7465098587247343
207,-1.1207581436471874,-0.3682809448472193
208,-1.216178272907653,-1.6797637332130424
209,-1.109657481447873,-0.5204875021542913
210,-1.2247912090957709,-0.2986586346333593
211,-1.010548270847705,-1.6267331865801418
212,-1.1574382157504903,-1.654577905068986
213,-1.136649547990418,-1.6436906186379776
214,-1.098132885428014,-0.44434697964000935
215,-0.9712933083251906,-1.635962336455208
216,-1.0919912827739848,-0.2079188201181563
217,-1.134289372055971,-0.5096543174939169
218,-1.17711828122092,-1.7497373604940218
219,-1.100729694587367,-1.5405165264124678
220,-0.9572977169431629,-0.478887713019031
221,-1.0018615620984146,-0.4564529070492326
222,-1.119384164220676,-0.30103279774653524
223,-0.8664481915599814,-0.23886264195935764
224,-1.0971375098848206,-0.372832465276933
225,-1.0367512035398991,-1.4309291076882138
226,-1.0385134661966668,-1.7099866283848029
227,-1.0829970104488207,-1.6546667805444573
228,-1.1232063043966587,-0.7307923512036038
229,-1.1836596939230073,-0.41627685073187887
230,-1.206907974928717,-1.4753960969352882
231,-1.2348000678108788,-0.7184639685160841
232,-0.9513180263662492,-0.3447266542275963
233,-1.250646565561917,-1.5876316660093637
234,-1.0481709813170235,-1.5079891898786142
235,-1.1101424645523295,-1.525365945547098
236,-1.1546440225705625,-1.6471717737327505
237,-1.1241378849800157,-1.5652565114072454
238,-1.065129626275645,-1.6932437758242742
239,-1.1465344659601244,-0.49748681560387137
240,-1.189486181980306,-1.5018800989754368
241,-1.0780949067804104,-0.8275281393084449
242,-1.0015785775864305,-0.745105468673368
243,-1.0125245788164772,-1.6771291490583637
244,-1.182525716509702,-0.712291267180408
245,-1.2113516397381883,-1.459694745694999
246,-1.0612336916276692,-1.3895262137027422
247,-1.0930013282489113,-0.08641157056192847
248,-1.090255641967632,-1.5957362337433307
249,-1.1313097078508487,-0.35419032383191235
250,-0.9732439748075749,-1.7778350123230686
251,-1.1929741487622558,-1.5309782774460101
252,-1.1665826245487507,-1.517212673625397
253,-1.219623488665533,-0.48096764277731485
254,-0.8797792060358945,-0.4499214425037806
255,-1.0592456698801451,-1.7196851337466497
256,-0.9033506476878423,-1.8284134930380127
257,-1.1489099097367654,-0.910707042110391
258,-1.0929514851789308,-0.5432604962265485
259,-1.0588817425174317,-1.6803042372349148
260,-1.2018491057280551,-1.6588091366377073
261,-1.006076447841799,-1.5003069279690002
262,-0.9236700416608349,-1.403692543271367
263,-1.0726530709631756,-1.6798624337380408
264,-1.1310172487259937,-1.7024497698818097
265,-1.0067542315165847,-0.6369304227995014
266,-1.0600125376139782,-1.6907298973506812
267,-0.9637856733736404,-0.18860790400700223
268,-1.0055530455708548,-1.6692871648724241
269,-1.1891439672928874,-0.49191840592805824
270,-1.1504289067675182,-1.6372569566137989
271,-0.781964498151189,-0.5079734007953446
272,-0.7471284260182808,-0.45584403818523156
273,-0.9511676023704891,-0.390413512533326
274,-1.2266208492041235,-1.6754155276941902
275,-1.0936025524435415,-0.22148509413203069
276,-1.094753099337272,-1.5694946297248487
277,-1.1512634216963806,-1.6472509910517117
278,-1.4482836814131177,-0.44768302352750944
279,-0.9773575418513675,-0.34734845566411976
280,-1.0977491148896321,-1.4643680647006592
281,-1.165801716332798,-1.5290579839776315
282,-1.172018201329995,-0.3597324256850438
283,-1.0823915176739516,-1.7104704437733427
284,-1.1245998106274329,-1.5364678465436976
285,-1.2516854559552413,-1.7276817912975966
286,-1.0152190736002058,-0.6262910962526573
287,-0.9787915463305553,-0.42274708725679755
288,-1.124446348903354,-0.6532921730850197
289,-1.0645893633601384,-0.16507215607105968
290,-0.9691854351223689,-0.31295913722474433
291,-1.1557420022227927,-1.645744534362176
292,-1.1199617317473851,-1.7810770767573074
293,-1.093249610542936,-0.09105380522780139
294,-1.220437579275769,-0.652718354159319
295,-0.9871974388655894,-1.6924603715166018
296,-1.1415429456005926,-1.5095510690096094
297,-1.0896631016378238,-1.733499872176743
298,-1.2585493611905925,-1.6711323897657844
299,-1.0473658894999374,-1.1577906319056501
300,-1.1263496856134618,-1.4818213530940436
301,-1.1917881000405495,-0.6802829601282018
302,-1.0294866210697007,-1.5894003801472276
303,-1.0847490983437935,-0.18726025461563225
304,-1.0604382512727892,-0.4559716778274559
305,-1.0975721142523585,-1.635398790053973
306,-1.1674664592228134,-1.5503965761773981
307,-1.1445790466509134,-1.5844045148513306
308,-0.9276632992369293,-0.5967053588631115
309,-1.1605741136282621,-0.5891567544696016
310,-1.0336644774648869,-1.7985696655550414
311,-1.116008968070911,-1.7035523632520893
312,-1.0943456411133374,-1.4918358801851215
313,-1.2817136819672799,-0.8667270202914544
314,-1.0188705529332858,-1.6477155050414107
315,-0.9509593906035996,-0.7273566615190755
316,-1.236707449777089,-0.0946746612080347
317,-1.1703144512704997,-0.5128317066015334
318,-1.3662629736061151,-0.10558090143575252
319,-1.0056482768126453,-0.7439003326861952
320,-0.9162728972483065,-1.699457140667688
321,-1.0951802614127992,-0.30521185778197457
322,-1.1855658267639562,-0.48543953633799386
323,-1.0757627442988038,-0.5274036402703334
324,-1.047021872495295,-1.429790800155378
325,-0.7453578205712692,-0.42550217897022935
326,-1.2208111985512708,-0.8578526262807084
327,-1.036936270210651,-1.4490310463220677
328,-1.132147621186174,-1.596487143445927
329,-1.0806082989011896,-1.6685203160098454
330,-1.2205727845581267,-0.4616527884814253
331,-1.1671289589282854,-1.5553140549607547
332,-1.334111931103975,-0.6871068767350671
333,-1.0589555999506193,-0.5306225796895727
334,-0.9557046145183127,-0.5335551810635447
335,-1.0892209926096936,-1.435980555924275
336,-0.9582517669550041,-1.7712975268094608
337,-1.0918313007640768,-0.01846749028112357
338,-1.0333536732823039,-1.656531731632902
339,-1.1087949360183005,-1.7557842903667182
340,-1.1597670507580253,-1.7051389987416603
341,-1.0971481625655033,-1.730865611698006
342,-1.1738053162527369,-0.6956094155576464
343,-1.0523608010870047,-0.6865542005381161
344,-1.0448010880719203,-1.6331973464720275
345,-1.0482185835976858,-0.5844614390549651
346,-1.1314814622236795,-0.03127076187322216
347,-0.9763232845631065,-1.773847490184948
348,-1.155782360734457,-1.679765799305994
349,-1.0226910678688046,-0.3861371937293277
350,-1.0416192865551095,-1.3526788911486178
351,-1.0587181418341607,-0.1705164476416421
352,-0.8880653044007745,-0.2656343782563069
353,-1.1265908388919852,-1.6860894233190238
354,-1.1612622560694523,-0.3590812292270424
355,-1.0578478435674792,-1.6133251025077564
356,-0.7623776772692852,-0.4118234288694181
357,-0.8733521712888627,-0.3484516578201852
358,-1.2863782238550527,-1.7029213661273852
359,-1.0812397493057038,-1.8425181211918973
360,-1.1988320243323318,-1.719444231523418
361,-1.06579357950839,-0.4730245454178027
362,-1.0806338318952164,-1.5213979114405707
363,-1.0714499596895481,-1.7555446007943871
364,-1.2005044192947625,-1.5434883686998842
365,-1.1839179524987904,-1.532516365961896
366,-0.8759138235582549,-0.6025724676378975
367,-1.0560657438292211,-0.5472963232812896
368,-1.1060030812173458,-1.4806693050037165
369,-1.086725138744125,-0.44178775676816073
370,-1.164764704217177,-0.32518922237185194
371,-1.159314345517781,-1.5914688982455936
372,-1.011488061784308,-1.5610967205177988
373,-1.2421341149342793,-1.6126004457068979
374,-1.050014738117915,0.04269948211976706
375,-1.0901047625011249,-1.7270302847636687
376,-1.0938710624693986,-1.7514736622028964
377,-1.1722055091448926,-0.08291567438586155
378,-0.9937577807339926,-0.3502632375006061
379,-0.9453859679683837,-0.6376578563998967
380,-0.857046583181293,-0.3984012715878539
381,-0.9447125399888362,-0.44459831348283696
382,-1.1787976643185794,-0.08516439706843545
383,-1.4219444100376093,0.01058351301794657
384,-1.1282708887386996,-0.16825634111930446
385,-0.8707219559550536,-0.661073021557911
386,-1.1532832969193674,-1.6683188229713457
387,-1.0450845668770807,-0.6815450435932695
388,-0.888417219197991,-0.2709377240652645
389,-1.1575769845565764,-0.16168286019678962
390,-1.1012931393927075,-0.3825519855692469
391,-0.8695771036133542,-0.23975230726956967
392,-1.194872083748708,-1.5864115395670007
393,-1.1225908883801854,-0.14318883185658246
394,-1.1269292619953872,-1.6312589081190056
395,-1.0529648050800426,-0.2632370750139679
396,-1.1742819698831133,-1.5529259631078005
397,-1.1243156775866248,-1.509086151290049
398,-1.2101717234351055,-1.6662643978712308
399,-1.0890634691288805,-0.6634216286274792
400,-0.9299358279782793,-0.6769519462733571
401,-1.1262781777750062,-1.5822859519174697
402,-1.1621606058260712,-1.4277747692567189
403,-0.9392729387274293,-1.5539388732068968
404,-1.0776082435520935,-0.22887553175186964
405,-1.0907734006396763,-0.20485797715405926
406,-1.0378736011873155,-0.31776332750629305
407,-1.0849360544073368,-1.6858867256868493
408,-1.1687911545806748,-0.37458727766316585
409,-1.171695140629902,-0.5456155617287602
410,-1.098510629682461,-0.3157924235617161
411,-1.0042347847714006,-0.24703354052995952
412,-1.0948410680930427,-0.34385841112229865
413,-0.9569431721669415,-1.6386893507574884
414,-1.0663821996931742,-0.3408471648517241
415,-0.8916475181078186,-0.16739958848962522
416,-1.1274245662768256,-1.599892836831116
417,-0.9954565483311552,-0.36018539886576345
418,-1.0080536215333096,-1.677127767229865
419,-1.1563482930296731,-1.787095366640541
420,-0.9959042644261362,-1.516675929964133
421,-1.0697277400347893,-1.519114266868453
422,-1.0244277543362585,-0.3933260212471654
423,-1.140651146799098,-1.6666033804431646
424,-1.0653935205589908,-1.3661681292815988
425,-1.0610846585372882,-1.8161939592622556
426,-1.0374791242685306,-1.8042915580786365
427,-1.0669394608247105,-1.6153819182433768
428,-1.0816535616739122,-1.6277437939980004
429,-1.0316354491220985,-1.741347003991048
430,-0.9291921031734083,-0.7347090003903071
431,-0.935364881216265,-0.7770190108650293
432,-1.2327711799577694,-0.3167179482482085
433,-1.0939390939022597,-0.7166514527674778
434,-1.1690902888919026,-1.7518456017017312
435,-0.9210948964054236,-0.6118826321059339
436,-1.0938586951096751,-0.3039063299413154
437,-0.9915344547887855,-0.42692325703387946
438,-1.1806921202325356,-1.565444388468574
439,-1.1121835386668872,-0.5930633535834297
440,-1.069219759393805,-1.8338083818081534
441,-0.922384769474344,-0.8422204059058388
442,-1.078336757888017,-0.6877742284403733
443,-0.9579480084791644,-1.7771642984194882
444,-0.9463138747806327,-0.20858972256269678
445,-1.1832741464371068,-1.848575216549442
446,-0.984111032437989,-1.607029381745038
447,-1.0614945410810503,-1.6581810242348576
448,-1.1995994650841229,-0.344957606172013
449,-0.9958654754959246,-1.7057102048366928
450,-1.0895630332655861,-1.7146876522373156
451,-0.9703133707300658,-1.6702548577401815
452,-1.0746850203483196,-0.4493045290686247
453,-1.04244356242277,-1.573000373761965
454,-1.1229109007544464,-0.7631200499467491
455,-1.140325467143354,-1.7362945743581841
456,-1.0599507677740851,-1.5437445081293706
457,-1.3143176106601768,-0.13819485158428013
458,-1.136924000021312,-0.6558605479485772
459,-0.917885343067207,-1.8383582504388722
460,-1.1735952992450867,-0.2047361907096607
461,-1.1215505754237296,-0.5703354399014059
462,-1.0089039774294102,-0.3000623524615527
463,-1.1416099507097248,-1.5425938801652466
464,-1.0586464274768557,-0.2324674446802494
465,-1.0607896523208806,-0.8360348513969176
466,-1.1604792994323823,-1.5518184081450004
467,-0.9873599044744894,-0.3821279808540968
468,-0.8955904497396691,-0.3986662394749587
469,-0.9133423155755543,-1.704258278183512
470,-1.0627571754084382,-1.7064779776190409
471,-1.121359271367896,-0.4903646572256782
472,-1.165095879798532,-0.5439315435219859
473,-1.1108725635898369,-0.4084053402359003
474,-1.0553211080724525,-0.12883446728280368
475,-1.1715893954038736,-1.631807564862912
476,-1.0946630691094301,-0.38952437195440937
477,-1.1347395442414008,-1.5209284631536841
478,-0.9923290412497103,-0.6576937952010719
479,-1.047529521239834,-0.7712457524550268
480,-1.212676006996861,-1.601453462084971
481,-1.0835142133594553,-0.41361915456854587
482,-1.08343891800994,-1.7358486772306672
483,-1.1549239378306766,-1.67516855907028
484,-1.0028590056768325,-0.1773531898042686
485,-1.0379441214063716,-1.3432717314824174
486,-0.9616607629696938,-1.7546156609854382
487,-1.1085968317236998,-0.41253561991676335
488,-1.2982300883469007,-1.5131305593456175
489,-1.1481266302359214,-0.3991478656979374
490,-1.0461849899340443,-1.440479771790893
491,-1.0808207993316716,-1.5397146135426794
492,-0.9554721009297312,-1.0030107609099135
493,-0.9313543392805372,-1.6053575472535166
494,-1.1296332916304035,-0.394250999979266
495,-1.1626334228885467,-0.0694898220412695
496,-1.1135072204340395,-0.522998428999886
497,-1.269955528041395,-0.2912534222421256
498,-1.022796980676413,-1.3871084359310135
499,-1.135084900251293,-0.5053196601573118
500,-1.0871090309399085,-1.4129433372988598
501,-1.1520050561825483,-1.6229438205225697
502,-1.133368689633952,-0.11094175329361504
503,-1.086124326468609,-0.36915511772025134
504,-0.96669380266523,-1.5463091124421697
505,-1.1370802197638445,-0.4482009895562373
506,-1.0298954857789955,-0.5351765654175651
507,-1.126153023902115,-1.5458811797854748
508,-1.0745283829535262,-0.6977462849306303
509,-1.0473668833477368,-1.549254706978573
510,-1.1458257041628204,-1.5298146288531747
511,-1.0094773369626378,-0.49755995805979625
512,-1.127604038164344,-1.6602058227005458
513,-1.2098373034549768,-1.4492370742223963
514,-1.0848059762317854,-0.43125920102805493
515,-1.0831789794650843,-1.7765319907661083
516,-1.0679723081951915,-1.6182200856817623
517,-0.9791501154879666,-0.3379507510271484
518,-1.0619892920268013,-1.6972458394829568
519,-1.1940135174469515,-0.3449472887447712
520,-1.0334405668348363,-0.07034202491557598
521,-1.0624203618839643,-1.6351796567876027
522,-1.2555086473935597,-0.15495764157733952
523,-1.0630948932410635,-0.42799979838613245
524,-1.1538625875491233,-0.23304142657544716
525,-1.2188283085181584,-1.6038543435164119
526,-1.1470311260924895,-1.584113910014867
527,-1.2593452126576712,-0.26659282282382646
528,-1.2593618785339586,-0.09418151500880924
529,-0.9644508485975445,-1.5959300050574015
530,-1.068979338017253,-1.668926854536665
531,-1.0530659855232765,-1.5186723988902926
532,-1.158541537289595,-0.34144836194314204
533,-1.0484966935013835,-1.7241022733279419
534,-1.1039768097036895,-1.5741379491917389
535,-1.16535940723258,-0.41323255200335157
536,-1.1735946458252449,-1.5539670687262832
537,-1.1328891864280888,-1.7499333030671982
538,-1.016591805440601,-1.5734635532705759
539,-1.1211476793981499,-0.24868807308525034
540,-1.2961940776004561,-0.5207286472969518
541,-0.8991214048516715,-0.5485992049361491
542,-1.035336081252861,-0.31060958404354566
543,-1.1736423619914325,-0.5408320631132788
544,-1.0234806362162423,-1.7538006916624262
545,-0.9908661684638529,-0.45284590681383496
546,-1.0677856558130485,-1.5178295686937646
547,-1.296200382945931,-0.31865745157451286
548,-1.0596620151859992,-1.4291696935849296
549,-1.0685206619979866,-0.36575915014831717
550,-1.0222091577085226,-1.8687294537105672
551,-1.0019109689473624,-1.4859422327155802
552,-0.9683556997923952,-1.600804903088637
553,-1.2739189810024312,-0.7585895664701333
554,-0.9725981739777478,-0.17217787593726966
555,-1.0570166404537602,-1.6588489001476794
556,-1.0075040013363767,-0.40060965042379193
557,-1.314383256394817,-0.45628950379620214
558,-1.0636727197674625,-0.5846777663139437
559,-1.006853472493508,-0.6429142498469201
560,-1.1496633756349963,-1.8210995853714127
561,-1.2606331608393673,-0.690135976697127
562,-1.135989754289439,-1.7107877667915683
563,-0.7515501314132805,-0.5408070159442564
564,-1.175466685319308,-0.5316264066328886
565,-1.1430024760987645,-1.5822620627458697
566,-1.1116073628039307,-0.26440379887437987
567,-1.0626413147304985,-1.6247501199657397
568,-1.002490697582389,-0.014367081525327594
569,-0.8817829894222928,-0.6321550607079574
570,-0.8821824902551989,-0.08615367575179049
571,-1.0935989187320656,-1.4975092798842342
572,-1.1138126391253367,-1.5205089725221472
573,-1.1005515888746638,-0.15567035242025257
574,-0.9411320405023617,-0.20512430522937689
575,-1.217140075514963,-1.585637462129153
576,-1.1576200449463392,-0.39334479413359574
577,-1.1052381186779139,-1.667292240764167
578,-1.0881633447755077,-1.6039838198675809
579,-1.0825166579240981,-1.688883586689845
580,-0.9971277030792298,-1.5213339080351478
581,-0.9856566732705355,-0.9936875428028284
582,-1.0881737675775973,-1.6369953345997745
583,-0.9576387482829746,-0.5005466826960988
584,-1.074028989235486,-1.5803900754929112
585,-0.9863368620408213,-1.6788488208924226
586,-1.0648857234402436,-1.5788853134724208
587,-1.0287802316095471,-1.5379309854920786
588,-0.9039538181014729,-0.32688408220078735
589,-1.2152102670273874,0.07730182944188475
590,-1.1612482993760485,-1.775072976623887
591,-0.8639869661387553,-0.5267410234967255
592,-1.0626479075007926,-1.6546396605817963
593,-1.224897462839335,-1.6160044242104061
594,-0.9951303201715035,-1.5796631460347417
595,-0.9170122047523916,-1.5351700862131892
596,-1.0794986631971557,-1.5318625005684134
597,-0.7680243480212742,-0.44833252967122866
598,-1.268398930983733,-0.29183757417436035
599,-1.2117203909614478,-0.701196928930745
600,1.915282462573877,-0.055907994153770034
601,0.4828089905714555,1.182793468122337
602,1.176199775543605,0.8380429567835819
603,1.3048165192133458,0.799598238522832
604,0.6676097627108181,0.4682807504238955
605,0.637005222308075,0.05946544144459887
606,1.535873852385171,0.5606612536251292
607,1.3032509932002896,0.430497202018983
608,1.0015555092730883,1.0492798758132846
609,1.380579609616064,0.5461835685726695
610,0.22862677137371004,0.6006769610845027
611,0.1522221737826479,0.4587653120378817
612,1.4789154827684028,0.16615818266359292
613,1.499249576396633,1.0463676028580604
614,0.4774678123876659,0.07812227364188923
615,1.7491303912608316,0.8414055976601831
616,0.5190529822163953,0.5341254847985724
617,1.2713974419443503,0.18595088829424566
618,1.1778398836732167,0.610893188178118
619,1.3913793572102087,1.0727094455836887
620,1.2650955503130021,0.8710406042601389
621,1.219097282184413,0.9543579261860385
622,0.747649220778838,0.18528510463847397
623,1.5972276161899435,0.796091733990091
624,1.4311613421246492,1.0123936334037376
625,0.6174863117739667,0.6538270501920629
626,1.5950455000619204,0.6820939419613125
627,0.3880076888351127,1.6869131644081694
628,1.366412181178947,0.5568882748140042
629,0.9242902868065926,0.45946860355988933
630,-0.22406425092676183,0.7699693554007964
631,0.3025724351742148,0.17416766162985658
632,0.8478474300034109,0.5400317880544817
633,1.3913162851643528,1.26304497711321
634,0.5690036267758788,1.5515101445283221
635,1.2871081643819826,0.5496498108457675
636,0.40241966369343785,0.5140264564547108
637,1.763422924774135,0.5637661406152825
638,0.507772802918705,1.3886161485064727
639,0.21094614218741112,0.673780639743291
640,1.1276479490092224,1.2415915899082937
641,1.356536743425475,1.6649247457092815
642,1.5202329580783147,0.7610710936310695
643,0.5467110503667665,1.4098319437819922
644,-0.0025413881601469303,1.1915995393869674
645,0.31173063861502026,0.6548941017406253
646,0.4525978955207294,0.9409890165510828
647,1.5311367505430473,0.7299670465189659
648,1.5163444054163282,0.4763869921601879
