A,B,C,Z
26.63914355,25.84136219,34.97699718,1
27.32483647,32.08613765,29.41517213,1
32.76737824,41.33873338,20.95334799,0
19.62929765,20.16028351,42.70998672,1
43.44411456,25.25616852,36.50657027,0
25.41897855,29.20770284,30.26009998,1
43.99373182,19.30705684,40.4375307,0
32.20318116,26.97029999,32.20636811,1
28.03781585,50,11.45927618,0
44.99619313,26.99356131,37.14081276,0
21.42788867,29.24056559,32.23663286,1
28.53334945,34.17833358,21.50444512,1
24.20063385,46.79170327,10,0
41.41066321,23.23483826,35.25906645,0
23.01221237,24.29730431,36.25482094,1
25.51504806,30.28340794,28.45838591,1
22.50754002,28.97663617,32.86265587,1
29.10944476,33.86915679,25.76643238,1
22.33623284,20.18292587,40.84632658,1
30.49422506,33.63948995,26.79643413,1
22.48691127,35.3305048,26.18134078,1
37.85443011,29.87779383,31.48227742,0
24.44012354,30.41853675,29.83169187,1
41.35762226,25.36910848,33.81886998,0
20.88549234,19.85381485,40.17640563,1
37.59079998,34.22739772,29.98423368,0
35.80414688,29.69891125,31.44663202,0
39.55423379,31.69387859,30.30780369,0
38.33007948,31.81896886,30.03782429,0
37.91936287,37.2337941,26.29575551,0
36.80628587,30.90491263,28.33682524,0
38.60603367,28.94968171,31.57645281,0
34.15383992,34.06266893,25.86744531,0
42.30162113,28.5482055,36.51448232,0
44.45792706,21.16590758,38.67847802,0
12.8624693,17.31612511,46.79852537,1
38.80241402,30.22740816,30.18490281,0
42.80361363,18.68224829,40.31829821,0
32.99881132,37.43696202,23.12036851,0
44.65578067,19.12873177,41.57009721,0
33.37023774,33.95361919,23.11420954,1
27.02051038,34.17555821,27.54950599,1
41.15376918,20.09665302,39.3469156,0
22.66399894,29.6921717,32.61227466,1
49.30363298,20.49647908,44.87757621,0
20.76002469,21.25551708,40.14421189,1
20.40719674,23.71067754,38.51987171,1
41.03973214,28.05368972,32.9955209,0
39.90121669,31.74093365,31.04873562,0
10.80331109,19.2093215,43.60217437,1
18.5582255,23.59598278,39.31371366,1
44.39498968,23.09496605,41.41975951,0
13.08249889,14.41853216,50,1
21.37272747,26.58207513,34.09676051,1
35.1458508,37.37821152,24.57586608,0
36.66123085,28.95827997,27.19831898,0
18.64509733,28.44692456,33.96166917,1
21.97353546,28.38991901,31.28327069,1
38.2225708,28.68945094,29.65592984,0
39.47700237,31.22065984,31.59852682,0
28.6390043,38.81702087,20.30383128,1
39.58475944,25.56731529,34.92671089,0
36.35769191,26.77942632,31.19029533,0
47.23969745,19.96331264,44.42774226,0
38.7874544,33.77142553,29.94622764,0
24.22500965,30.3827616,30.77303829,1
36.62462129,34.93840691,29.1536634,0
32.98347909,34.69738674,21.6967659,0
35.07165967,31.5164737,27.04301891,0
26.40322406,40.29505797,19.75961505,1
42.38390808,26.02511795,35.39082466,0
40.66646558,26.51015851,33.79605115,0
15.71446247,25.79898629,35.57205234,1
23.77821047,29.46449707,33.65043622,1
25.49948619,27.10150512,34.63594477,1
17.72899059,18.88106927,44.50573554,1
43.96159277,27.30502086,35.63613553,0
28.19363138,40.45075764,19.36698496,1
13.1523605,25.1390839,40.34450494,1
20.56357345,23.65541811,38.81922712,1
16.86853559,16.32156345,44.19173288,1
22.30798363,26.00874486,35.37742056,1
37.93109729,25.19442979,33.86042066,0
31.16531507,44.14264658,20.23076315,0
36.4949666,32.71989117,29.77168478,0
30.08811041,44.70451117,16.89856102,0
25.28564184,27.60230782,35.47489661,1
26.97844967,29.79094985,30.58302386,1
20.64725281,22.82174083,39.57020441,1
39.49100443,31.32599353,33.17268142,0
43.54785581,23.72796168,37.48975076,0
41.23873387,24.97330625,38.13957283,0
37.94629158,35.16618502,26.61832131,0
30.93897339,44.86814911,19.95902391,0
23.13726807,30.73108758,31.23252957,1
14.78961264,19.24702116,44.92030879,1
35.19164303,33.88936712,28.52081306,0
17.29541041,28.3269099,31.80233655,1
25.76387905,42.22981709,18.43354129,1
20.43455475,30.8563323,28.98369469,1
23.47560557,29.61072944,31.2440892,1
42.25122367,26.18474855,37.04738798,0
19.64271398,34.13758802,28.54042153,1
38.61821653,29.01510249,36.92290606,0
34.056147,37.15649663,23.1657585,0
34.01289112,34.79664049,23.87528926,0
41.50272147,33.26640393,33.71970112,0
29.2435602,35.2805611,26.03070839,1
15.09081144,15.54431781,45.27469795,1
40.51412395,27.80579019,33.86511383,0
26.24356036,32.52097943,25.84205894,1
39.44380067,32.29236893,30.98039943,0
38.78503432,27.27276194,33.68704958,0
19.84042128,25.29170795,37.93424826,1
26.25707392,31.24443878,28.1636877,1
30.34345389,32.84093607,26.59144941,1
24.21292147,33.07782626,27.6895212,1
46.87457433,20.07297584,42.74220862,0
27.58567572,39.78830676,20.91572378,1
44.30902432,20.35591602,40.64218972,0
23.50356095,35.64052834,24.40521432,1
25.70969362,36.67847237,24.21870679,1
36.16706367,32.13094977,24.88332957,1
22.26356689,32.16511646,30.01573705,1
22.15101567,30.29000356,29.25540399,1
49.37565785,14.51059546,46.84044365,0
39.1826045,45.04161809,11.19644745,1
28.27572698,36.59253991,21.99413825,1
37.7743028,35.50542466,26.54572103,0
32.54686788,43.48029938,18.48668645,0
42.36890379,21.39634669,36.74084985,0
23.08639858,28.12728422,30.02837976,1
36.97942005,38.38250691,26.64953293,0
24.18735659,35.9025876,25.30473899,1
28.23179666,30.54856,26.96787228,1
19.16284816,29.85615989,32.15564067,1
35.66837986,33.30169968,26.92467745,0
31.09368317,34.36728876,23.73004668,1
33.30776981,41.98969043,17.70415906,1
13.17197998,20.00892572,44.09265087,1
24.17474719,32.44821271,30.50798677,1
35.4718762,34.93012794,25.91328279,0
24.39395754,29.87706338,30.77681182,1
38.79980066,37.55916637,24.2334903,0
21.9751827,25.85004583,34.73733659,1
41.10706506,22.93086238,36.82098869,0
34.0950181,30.58333798,25.51450854,0
42.18425918,25.22456618,35.49214537,0
40.9748939,19.10698701,39.63203654,0
40.45382527,31.49400712,31.02683452,0
38.29930683,37.47770126,28.52405601,0
17.20818706,18.45879529,42.28576237,1
40.17485748,26.84497701,33.30935441,0
37.72251047,27.54001551,31.25183144,0
42.4099328,31.89757851,32.92608339,0
40.97425603,29.55403685,29.74959023,0
36.97397931,27.76804291,33.31529183,0
43.04513762,24.18786488,35.04980765,0
42.26144179,26.27538621,35.92489788,0
48.683873,11.88740693,48.22389612,0
43.68135347,21.5007215,40.1636977,0
14.35818365,19.4287572,41.82258808,1
30.28314792,33.79044371,27.80278128,1
40.89311399,30.35248189,31.38733351,0
24.61277763,31.23561361,28.9051752,1
34.26776998,32.24464285,25.3573658,0
31.02814527,43.43575117,16.97204893,0
34.53158155,35.22479054,21.87753042,0
35.18640203,39.93235958,24.88045552,0
20.07310563,30.2942144,32.34832617,1
20.22305142,17.90081498,41.40309287,1
40.83430993,31.10038788,29.66274983,0
38.04497381,28.93761107,32.47657641,0
27.92946567,44.17017685,17.86897537,1
25.75906801,24.9111286,34.52363393,1
26.42520732,42.22358911,17.65787483,1
37.16619602,35.16268402,25.54839218,0
45.0561485,18.83243051,44.32978668,0
23.00355537,30.19295189,33.01527537,1
30.87169228,41.37567736,18.41334341,1
25.58270487,35.14197872,25.47208467,1
23.76536654,34.70081465,27.05273061,1
39.00870851,25.69358443,32.59569728,0
37.64901236,27.38341371,31.21179265,0
32.95166199,40.30808585,19.65744058,0
37.97385937,29.05439492,29.12599299,0
41.11373084,22.10715675,36.50507888,0
28.81877636,28.51459817,31.18473593,1
29.55385524,35.99469626,22.80911263,1
23.10060859,25.61876149,35.49697764,1
26.14249725,37.93315533,20.49719725,1
35.27351817,40.41147094,23.90925745,0
27.17235399,30.80318179,28.58918392,1
40.62724041,32.56842006,29.37031702,0
32.5730644,32.70801964,25.66172039,1
22.56422876,34.94818768,25.37328664,1
38.86661218,35.05353814,29.082531,0
17.78596279,22.2779725,39.05441593,1
23.01380607,26.94129475,34.70312702,1
34.78291957,39.62183905,23.38574742,0
20.61309839,30.83020433,31.80099838,1
24.69980458,26.9139704,31.85630048,1
25.95564677,32.92512209,27.63140161,1
13.54267407,24.15037252,37.55485294,1
24.06983041,32.79577224,27.69035931,1
20.7768046,39.93814192,23.93015227,1
34.67640345,40.98927875,25.19442058,0
18.87645042,27.61227135,36.38351911,1
15.03062076,22.83690219,41.30905213,1
15.80037953,18.00524129,42.95081022,1
36.48633823,39.28513615,25.25137254,0
35.85246575,35.75636827,26.46413533,0
33.46423979,30.81458528,25.81900827,0
25.25037924,33.43494068,27.25238778,1
41.00468801,22.38398705,39.28869861,0
39.58930193,28.26803415,33.71582774,0
21.46532894,25.69526079,35.1881206,1
26.06549448,28.06978745,34.43986101,1
31.29852657,40.86853925,19.34816231,0
38.51578185,25.95032691,34.15361093,0
34.13287701,29.98137377,26.68862329,0
23.51218831,30.46523102,31.77958072,1
37.18524412,33.48753174,26.29624901,0
37.73219005,32.29220756,26.35025692,0
24.67687778,22.72550353,37.88946054,1
38.66617676,33.80240529,29.04294157,0
30.89037018,38.70046218,20.7444389,0
39.21729709,28.44436622,29.74758419,0
41.86017021,22.41624807,38.25937348,0
25.09982841,33.09460729,26.61040052,1
40.5236097,30.09007519,32.26879102,0
36.7323854,36.12680334,21.89136457,0
25.53886972,35.41767069,24.6484263,1
43.27734848,25.53021876,35.63885023,0
37.71858924,29.1434595,33.57833308,0
33.96738084,38.76871864,19.29219765,0
20.13283781,25.43914164,36.17553444,1
37.7657885,29.37772905,31.5520009,0
33.53728611,41.48687765,20.95125214,0
27.34363574,38.02901859,24.06623234,1
14.75823016,18.36053862,44.6401851,1
43.52967199,19.80042296,39.56494448,0
39.06934813,30.18868467,33.7616892,0
35.72163279,25.40766257,31.74276406,0
39.95309993,30.06082278,31.78642807,0
26.70656172,28.1216673,30.54960357,1
31.09561813,27.35417949,31.47454242,1
35.27131468,36.68489467,25.64876506,0
37.7014643,35.00141181,25.92247636,0
43.53723344,27.60075598,37.71429114,0
11.44297943,13.81249844,48.69048519,1
31.9565112,40.61927198,20.70480084,1
43.28991258,22.61704917,36.58716928,0
39.17949838,29.82099616,33.17156369,0
42.28444944,22.55819578,36.7513909,0
37.69801894,32.82587159,32.41126494,0
20.9165897,20.23400431,38.95345427,1
19.74245928,25.61235422,34.84070814,1
17.90243254,17.09984031,46.32632638,1
20.08789411,26.4283763,34.58947576,1
14.16854306,29.85580817,32.53657468,1
42.06044208,24.94683041,38.05110218,0
27.59800078,33.28852977,27.45005974,1
20.15847567,27.486367,35.17514608,1
24.26622655,29.11695217,32.68517101,1
39.15918654,28.85991974,31.36051339,0
30.21214281,35.02142305,23.7372059,1
38.21789067,25.70781798,33.83778254,0
36.74932871,31.68506072,26.1968798,0
19.83198864,27.3927089,34.81550041,1
48.17395529,16.10205279,44.79792186,0
44.92933532,32.31885813,34.62962556,0
50,10,49.07630531,0
21.73243165,34.26535931,24.7743809,1
29.52673091,31.57855779,29.32493827,1
21.62464017,32.33900038,29.21229851,1
23.080752,28.98916475,31.49172113,1
33.65940985,46.85511113,12.15218348,1
38.72728605,31.88626438,28.73553731,0
20.65112593,31.47841276,30.72420366,1
21.39129781,33.46535514,28.46594351,1
34.38596475,39.18760066,23.27539379,0
22.50881197,28.26670227,33.7263038,1
34.59391465,37.44123477,23.32571216,0
34.0093733,33.62474383,25.94735859,0
21.1538452,27.32729439,36.00519981,1
27.45229008,30.15883683,27.22386031,1
16.00895666,16.55587902,47.19643334,1
47.25891526,17.13603371,41.66701968,0
21.83494541,33.69787659,28.39974002,1
22.17794449,29.36446259,32.48150476,1
41.19562549,25.96788509,34.55913914,0
36.04346948,35.72046941,25.99235984,0
38.87624186,30.0784741,30.52165989,0
24.00706643,32.25733871,28.363674,1
34.30636604,34.22185737,25.10591221,0
42.77301154,23.0805143,42.70504925,0
49.44808024,11.37257969,49.37772009,0
35.68635924,33.95297208,25.80713498,0
18.08163178,20.06633796,41.64442335,1
31.43230846,33.19847662,29.29837626,1
24.18890555,22.87215446,36.05796065,1
20.04896469,21.14657956,39.85969764,1
28.1849305,41.49621552,19.08055751,1
42.06606666,25.08731211,35.05138406,0
19.69436971,29.40115983,33.15454929,1
28.16424603,31.43511112,26.96663235,1
36.46130598,25.43585323,32.96033565,0
38.06128094,33.20416596,29.79094458,0
35.7350354,33.70787651,27.08542849,0
22.56809361,29.6195675,33.28818464,1
24.84202462,32.10446464,29.69400158,1
45.42638303,25.25746694,39.97223404,0
31.33549448,35.98851771,22.71477824,1
25.54094968,25.22178095,36.50048298,1
36.49548135,35.34816601,24.56696241,0
28.41059777,35.80799012,23.55361964,1
32.20442932,35.88121233,20.66885177,0
24.6373951,29.03511454,30.94156464,1
22.82796353,28.9011779,32.69561939,1
42.01290061,21.71800129,35.92671647,0
39.17053017,32.98568998,29.85120521,0
13.73704883,11.54545518,49.78657135,1
22.22096711,32.81706217,28.07276617,1
23.10425222,34.49808623,26.32651118,1
44.15493207,26.0953042,39.39396878,0
27.74185034,30.87066113,29.37250863,1
22.23562694,22.29087033,39.8655449,1
17.22887726,25.41084846,36.1237002,1
18.44803534,22.96953372,37.7392146,1
42.39657526,24.15927074,37.36463354,0
38.61978864,26.45331145,30.01629771,0
26.78372077,31.18288418,28.16963468,1
41.92298068,21.17532688,40.68281079,0
38.94700854,27.28559607,30.26708422,0
39.44188112,34.39318737,28.4375535,0
25.97894502,35.74718097,23.0960081,1
39.10098777,25.83991268,32.31137066,0
36.46269488,38.80553547,24.64115644,0
22.78482724,22.90455092,37.62564516,1
39.87011117,30.73328851,31.71580264,0
38.63350283,30.1463668,29.95223497,0
22.15719016,21.89992496,34.72432703,1
35.73296862,37.00065845,25.49110912,0
24.5109475,38.12742482,23.64540417,1
41.27306093,23.17697867,33.37287461,0
24.79122922,32.84432365,25.85028992,1
21.13527116,21.89891847,37.77097705,1
21.897179,21.69220785,38.28838445,1
29.22001522,29.8776236,30.5185547,1
45.9432818,16.98426894,40.93635227,0
28.50539276,27.6215921,31.98274839,1
22.10010306,30.67323043,32.15317218,1
28.91015457,31.93604541,30.58409714,1
41.97903876,25.21470484,35.9313025,0
,,,1
,,,1
,,,0
,,,1
,,,0
