unique_id,ds,y,Exogenous1,Exogenous2
BE,10/28/2016 18:00,72.5,53450,54014
BE,10/28/2016 19:00,81.24,56927,59248
BE,10/28/2016 20:00,68.59,54513,59014
BE,10/28/2016 21:00,60,52386,55274
BE,10/28/2016 22:00,72.45,50868,52976
BE,10/28/2016 23:00,71.95,51541,57051
BE,10/29/2016 0:00,53.03,50882,55080
BE,10/29/2016 1:00,47.68,47884,50196
BE,10/29/2016 2:00,46,46571,49620
BE,10/29/2016 3:00,42.8,45521,46197
BE,10/29/2016 4:00,39.43,45575,44052
BE,10/29/2016 5:00,39.99,45399,43619
BE,10/29/2016 6:00,44.34,45517,45304
BE,10/29/2016 7:00,51.06,46180,46926
BE,10/29/2016 8:00,52.78,46848,50137
BE,10/29/2016 9:00,57.16,48563,52355
BE,10/29/2016 10:00,67.22,49285,53763
BE,10/29/2016 11:00,59.16,49386,53282
BE,10/29/2016 12:00,53.02,48777,54275
BE,10/29/2016 13:00,51.47,48115,55205
BE,10/29/2016 14:00,42.78,46092,50628
BE,10/29/2016 15:00,42.2,45491,48515
BE,10/29/2016 16:00,44.5,45404,46441
BE,10/29/2016 17:00,51.16,46068,45166
BE,10/29/2016 18:00,58.89,47805,47761
BE,10/29/2016 19:00,65.68,51244,53023
BE,10/29/2016 20:00,64.45,50711,53451
BE,10/29/2016 21:00,61.11,48384,50276
BE,10/29/2016 22:00,55.18,47642,48657
BE,10/29/2016 23:00,46.17,48910,53259
BE,10/30/2016 0:00,45,49573,52584
BE,10/30/2016 1:00,42.87,47664,47832
BE,10/30/2016 2:00,38.34,46074,47370
BE,10/30/2016 3:00,31.4,45463,43974
BE,10/30/2016 4:00,31.45,44049,41740
BE,10/30/2016 5:00,32.03,44321,41049
BE,10/30/2016 6:00,32.55,45262,42132
BE,10/30/2016 7:00,33.35,45466,42418
BE,10/30/2016 8:00,35.02,45833,44546
BE,10/30/2016 9:00,36.49,46259,45635
BE,10/30/2016 10:00,36.99,46395,47513
BE,10/30/2016 11:00,38.33,46833,48296
BE,10/30/2016 12:00,37.2,46732,50247
BE,10/30/2016 13:00,33.9,46975,51335
BE,10/30/2016 14:00,32.48,46078,46313
BE,10/30/2016 15:00,33.09,45741,44348
BE,10/30/2016 16:00,34.64,46241,42673
BE,10/30/2016 17:00,49.2,47179,41790
BE,10/30/2016 18:00,57.56,50215,44623
BE,10/30/2016 19:00,56.65,52010,51631
BE,10/30/2016 20:00,50.51,51338,53603
BE,10/30/2016 21:00,39,49425,51045
BE,10/30/2016 22:00,39,48535,48908
BE,10/30/2016 23:00,40,49495,53211
BE,10/31/2016 0:00,35.36,48905,51668
BE,10/31/2016 1:00,34.94,47671,47642
BE,10/31/2016 2:00,34.66,46931,47591
BE,10/31/2016 3:00,33.92,46276,44477
BE,10/31/2016 4:00,34.39,46172,42624
BE,10/31/2016 5:00,40.59,46496,43664
BE,10/31/2016 6:00,47.43,47717,46371
BE,10/31/2016 7:00,51.68,48661,49835
BE,10/31/2016 8:00,50.47,49897,51020
BE,10/31/2016 9:00,47.38,50671,53123
BE,10/31/2016 10:00,45.1,50967,52888
BE,10/31/2016 11:00,44,50723,52466
BE,10/31/2016 12:00,39,50020,52858
BE,10/31/2016 13:00,44.98,50142,53188
BE,10/31/2016 14:00,44.05,49682,50584
BE,10/31/2016 15:00,46.48,48937,48743
BE,10/31/2016 16:00,49.73,49420,47321
BE,10/31/2016 17:00,59.69,50628,47511
BE,10/31/2016 18:00,63.5,53468,55706
BE,10/31/2016 19:00,65.83,55041,59537
BE,10/31/2016 20:00,56.11,53535,53823
BE,10/31/2016 21:00,40.26,49893,50622
BE,10/31/2016 22:00,38.62,49037,49194
BE,10/31/2016 23:00,38.65,49094,53441
BE,11/1/2016 0:00,33.31,49118,52429
BE,11/1/2016 1:00,33.68,47890,48724
BE,11/1/2016 2:00,33.31,47158,49240
BE,11/1/2016 3:00,32.52,45991,44825
BE,11/1/2016 4:00,32.99,45378,43803
BE,11/1/2016 5:00,33.31,45471,43713
BE,11/1/2016 6:00,36.98,45781,45186
BE,11/1/2016 7:00,41.93,46135,46422
BE,11/1/2016 8:00,41.09,46257,45796
BE,11/1/2016 9:00,40,46982,47750
BE,11/1/2016 10:00,39.94,46648,49261
BE,11/1/2016 11:00,42.3,46556,49275
BE,11/1/2016 12:00,40.01,46976,50345
BE,11/1/2016 13:00,38.9,47068,52408
BE,11/1/2016 14:00,32.91,46459,47818
BE,11/1/2016 15:00,34,46186,45870
BE,11/1/2016 16:00,39.34,46295,45125
BE,11/1/2016 17:00,54.02,46919,45587
BE,11/1/2016 18:00,49.99,50224,53126
BE,11/1/2016 19:00,67.15,51960,57711
BE,11/1/2016 20:00,47.4,51040,53500
BE,11/1/2016 21:00,46.14,49577,51139
BE,11/1/2016 22:00,45.68,49011,49624
BE,11/1/2016 23:00,39.93,49661,53860
BE,11/2/2016 0:00,43.46,49545,52617
BE,11/2/2016 1:00,37.15,48141,48826
BE,11/2/2016 2:00,34.6,48062,49151
BE,11/2/2016 3:00,34.49,46844,45434
BE,11/2/2016 4:00,34.6,46999,44385
BE,11/2/2016 5:00,38.7,48123,46193
BE,11/2/2016 6:00,56.74,49777,49747
BE,11/2/2016 7:00,62.02,51954,56265
BE,11/2/2016 8:00,60.54,53256,59625
BE,11/2/2016 9:00,59.7,54103,61329
BE,11/2/2016 10:00,59.57,53360,62708
BE,11/2/2016 11:00,53.22,53098,63412
BE,11/2/2016 12:00,51.39,52528,64386
BE,11/2/2016 13:00,50.35,52373,64606
BE,11/2/2016 14:00,49.78,52193,61545
BE,11/2/2016 15:00,48.92,51720,60117
BE,11/2/2016 16:00,74.2,51770,58458
BE,11/2/2016 17:00,58.14,53063,58490
BE,11/2/2016 18:00,108.79,56520,63597
BE,11/2/2016 19:00,104.94,57181,68435
BE,11/2/2016 20:00,73.8,55481,64385
BE,11/2/2016 21:00,54.8,53053,60352
BE,11/2/2016 22:00,59.85,51525,57641
BE,11/2/2016 23:00,47.8,51377,61551
BE,11/3/2016 0:00,39.9,51703,59347
BE,11/3/2016 1:00,35.07,49734,54784
BE,11/3/2016 2:00,34.74,49382,54702
BE,11/3/2016 3:00,35.87,48750,50632
BE,11/3/2016 4:00,36.74,48003,49847
BE,11/3/2016 5:00,39.78,48556,51264
BE,11/3/2016 6:00,59,51194,54829
BE,11/3/2016 7:00,68.88,53892,61286
BE,11/3/2016 8:00,56.06,55375,64444
BE,11/3/2016 9:00,65.49,55067,65196
BE,11/3/2016 10:00,60,54493,65617
BE,11/3/2016 11:00,68.75,53557,65205
BE,11/3/2016 12:00,82.79,53126,65722
BE,11/3/2016 13:00,63.17,52869,65562
BE,11/3/2016 14:00,63.39,52858,62541
BE,11/3/2016 15:00,64.66,52648,60938
BE,11/3/2016 16:00,68.7,53049,59187
BE,11/3/2016 17:00,87.85,54267,59310
BE,11/3/2016 18:00,155.83,60087,64354
BE,11/3/2016 19:00,108.86,60925,69605
BE,11/3/2016 20:00,79.35,57100,66333
BE,11/3/2016 21:00,65.66,54195,61918
BE,11/3/2016 22:00,63.19,52465,58923
BE,11/3/2016 23:00,58.51,52553,63390
BE,11/4/2016 0:00,54.95,52328,61552
BE,11/4/2016 1:00,50.18,50298,55897
BE,11/4/2016 2:00,45.88,49438,55935
BE,11/4/2016 3:00,45.26,48002,52041
BE,11/4/2016 4:00,45.4,48256,50722
BE,11/4/2016 5:00,49.72,48254,52011
BE,11/4/2016 6:00,70.02,50443,55539
BE,11/4/2016 7:00,92.81,52651,61955
BE,11/4/2016 8:00,93.1,53328,64964
BE,11/4/2016 9:00,85,52967,65810
BE,11/4/2016 10:00,82.58,52685,66380
BE,11/4/2016 11:00,76.6,51746,65859
BE,11/4/2016 12:00,72.29,51825,66477
BE,11/4/2016 13:00,70,51096,65842
BE,11/4/2016 14:00,71.78,50533,62499
BE,11/4/2016 15:00,64.7,50992,60188
BE,11/4/2016 16:00,72.69,51554,58641
BE,11/4/2016 17:00,86.98,53401,58491
BE,11/4/2016 18:00,134.87,58042,63608
BE,11/4/2016 19:00,107.46,57695,66973
BE,11/4/2016 20:00,70,54591,64388
BE,11/4/2016 21:00,58.61,51477,59990
BE,11/4/2016 22:00,54.71,50800,57592
BE,11/4/2016 23:00,53.29,51512,61277
BE,11/5/2016 0:00,37.05,50842,59274
BE,11/5/2016 1:00,37.07,48002,54134
BE,11/5/2016 2:00,37.99,47889,53827
BE,11/5/2016 3:00,35.97,47160,49954
BE,11/5/2016 4:00,35.54,47242,47952
BE,11/5/2016 5:00,35.93,46456,47097
BE,11/5/2016 6:00,38.4,46585,49018
BE,11/5/2016 7:00,37.02,47224,50847
BE,11/5/2016 8:00,38.96,47823,52249
BE,11/5/2016 9:00,39.89,48519,55604
BE,11/5/2016 10:00,44.72,49307,57966
BE,11/5/2016 11:00,44.79,50136,58068
BE,11/5/2016 12:00,46.54,50064,59394
BE,11/5/2016 13:00,41.14,50018,60599
BE,11/5/2016 14:00,44.94,48810,56745
BE,11/5/2016 15:00,38.88,48073,54979
BE,11/5/2016 16:00,42.65,47629,53613
BE,11/5/2016 17:00,48.1,48760,54288
BE,11/5/2016 18:00,44.78,53004,61395
BE,11/5/2016 19:00,40.91,54459,64048
BE,11/5/2016 20:00,37.07,52222,61036
BE,11/5/2016 21:00,35.9,49881,57076
BE,11/5/2016 22:00,40,49199,55262
BE,11/5/2016 23:00,45.86,50109,59819
BE,11/6/2016 0:00,39.66,51816,58747
BE,11/6/2016 1:00,35.3,50010,54028
BE,11/6/2016 2:00,35.49,49201,53571
BE,11/6/2016 3:00,33.16,47117,50282
BE,11/6/2016 4:00,30.1,46741,48390
BE,11/6/2016 5:00,29.82,46734,47782
BE,11/6/2016 6:00,30.89,46861,49359
BE,11/6/2016 7:00,30.89,46973,50823
BE,11/6/2016 8:00,33.81,47830,51966
BE,11/6/2016 9:00,37.88,49100,54267
BE,11/6/2016 10:00,40.66,50176,56951
BE,11/6/2016 11:00,41.68,50106,58980
BE,11/6/2016 12:00,42.55,50474,61648
BE,11/6/2016 13:00,41.86,50733,62738
BE,11/6/2016 14:00,37.33,49695,58355
BE,11/6/2016 15:00,37,49555,55756
BE,11/6/2016 16:00,39.5,49677,55337
BE,11/6/2016 17:00,49.7,50315,56042
BE,11/6/2016 18:00,63.25,54162,63404
BE,11/6/2016 19:00,55,56335,68770
BE,11/6/2016 20:00,46.81,54997,66416
BE,11/6/2016 21:00,44.61,53326,63232
BE,11/6/2016 22:00,43.47,51257,60649
BE,11/6/2016 23:00,41.04,52628,64928
BE,11/7/2016 0:00,42.14,53791,63597
BE,11/7/2016 1:00,41.36,52690,58286
BE,11/7/2016 2:00,38.16,52741,58044
BE,11/7/2016 3:00,37.2,51613,55100
BE,11/7/2016 4:00,36,51517,53757
BE,11/7/2016 5:00,38.96,52216,55352
BE,11/7/2016 6:00,56.93,53874,59656
BE,11/7/2016 7:00,74.35,55595,66242
BE,11/7/2016 8:00,77.77,58190,69452
BE,11/7/2016 9:00,90,58417,72093
BE,11/7/2016 10:00,72.7,57216,72527
BE,11/7/2016 11:00,74.46,57122,73168
BE,11/7/2016 12:00,73.11,56618,73922
BE,11/7/2016 13:00,86.69,56635,73679
BE,11/7/2016 14:00,92.33,56475,71421
BE,11/7/2016 15:00,99.56,56555,68859
BE,11/7/2016 16:00,110.4,56800,67760
BE,11/7/2016 17:00,122.46,59535,68206
BE,11/7/2016 18:00,678.31,62674,73744
BE,11/7/2016 19:00,336.77,64379,78884
BE,11/7/2016 20:00,98.65,61325,73917
BE,11/7/2016 21:00,86.33,57582,69188
BE,11/7/2016 22:00,68.56,55615,66034
BE,11/7/2016 23:00,82.46,55595,69956
BE,11/8/2016 0:00,45.6,55324,67490
BE,11/8/2016 1:00,44.2,53072,62451
BE,11/8/2016 2:00,37,52398,63025
BE,11/8/2016 3:00,36.17,51743,59807
BE,11/8/2016 4:00,37.13,51295,58028
BE,11/8/2016 5:00,45.95,51641,58926
BE,11/8/2016 6:00,81.38,55439,62885
BE,11/8/2016 7:00,106.16,57561,69653
BE,11/8/2016 8:00,116.34,60295,72641
BE,11/8/2016 9:00,125.16,60700,74370
BE,11/8/2016 10:00,127.92,59655,74651
BE,11/8/2016 11:00,127.5,59392,74615
BE,11/8/2016 12:00,105.81,59212,75148
BE,11/8/2016 13:00,97.5,59466,75058
BE,11/8/2016 14:00,77.66,59367,72148
BE,11/8/2016 15:00,74.32,59329,70381
BE,11/8/2016 16:00,85.37,59647,69641
BE,11/8/2016 17:00,145.58,60589,69659
BE,11/8/2016 18:00,579.53,65122,74501
BE,11/8/2016 19:00,239.73,66684,79624
BE,11/8/2016 20:00,122.11,62109,74754
BE,11/8/2016 21:00,78.4,58273,70014
BE,11/8/2016 22:00,70.54,57019,66325
BE,11/8/2016 23:00,66.18,56741,69964
BE,11/9/2016 0:00,55.3,54523,67930
BE,11/9/2016 1:00,41.78,51418,62547
BE,11/9/2016 2:00,38.37,51122,62983
BE,11/9/2016 3:00,35.64,50530,59573
BE,11/9/2016 4:00,34.59,49906,57309
BE,11/9/2016 5:00,39,49889,58180
BE,11/9/2016 6:00,67.68,51687,62040
BE,11/9/2016 7:00,74.7,55071,68649
BE,11/9/2016 8:00,85.55,56576,71545
BE,11/9/2016 9:00,94.72,57241,72930
BE,11/9/2016 10:00,114.5,57733,73666
BE,11/9/2016 11:00,99.95,57133,73805
BE,11/9/2016 12:00,103,56778,74149
BE,11/9/2016 13:00,109.61,56852,73337
BE,11/9/2016 14:00,103,55845,70111
BE,11/9/2016 15:00,100.08,55662,67909
BE,11/9/2016 16:00,96.81,55457,66564
BE,11/9/2016 17:00,109.18,57213,66869
BE,11/9/2016 18:00,186.32,62485,71317
BE,11/9/2016 19:00,114.18,62730,75690
BE,11/9/2016 20:00,110.6,57868,71395
BE,11/9/2016 21:00,55.55,54690,66882
BE,11/9/2016 22:00,58.67,53216,63539
BE,11/9/2016 23:00,60,53558,67274
BE,11/10/2016 0:00,53.11,53367,64975
BE,11/10/2016 1:00,51.1,51350,60539
BE,11/10/2016 2:00,45.41,50598,60280
BE,11/10/2016 3:00,42.51,49806,56402
BE,11/10/2016 4:00,43.44,49982,54752
BE,11/10/2016 5:00,48.62,50116,55722
BE,11/10/2016 6:00,59.32,52602,59915
BE,11/10/2016 7:00,79.52,56159,67369
BE,11/10/2016 8:00,88.74,57120,69885
BE,11/10/2016 9:00,81.33,57834,70001
BE,11/10/2016 10:00,81.04,57856,70127
BE,11/10/2016 11:00,80.14,57939,70119
BE,11/10/2016 12:00,72.03,58106,70611
BE,11/10/2016 13:00,72.5,58006,70214
BE,11/10/2016 14:00,75.06,56686,67350
BE,11/10/2016 15:00,77.53,56273,65021
BE,11/10/2016 16:00,78.99,56451,63772
BE,11/10/2016 17:00,98.85,57730,63428
BE,11/10/2016 18:00,131.74,62264,68235
BE,11/10/2016 19:00,107.44,61686,71569
BE,11/10/2016 20:00,77.03,57803,67807
BE,11/10/2016 21:00,62.32,55641,63790
BE,11/10/2016 22:00,56.46,54035,60951
BE,11/10/2016 23:00,56.15,54625,64851
BE,11/11/2016 0:00,43.9,52522,63035
BE,11/11/2016 1:00,45.61,50147,56685
BE,11/11/2016 2:00,44.85,50267,56304
BE,11/11/2016 3:00,43.6,49515,51992
BE,11/11/2016 4:00,39.32,49248,49985
BE,11/11/2016 5:00,44.55,48883,49543
BE,11/11/2016 6:00,49.45,49597,50940
BE,11/11/2016 7:00,59.06,50469,53137
BE,11/11/2016 8:00,65.96,50743,53140
BE,11/11/2016 9:00,65.65,52431,54829
BE,11/11/2016 10:00,65.77,53029,57163
BE,11/11/2016 11:00,65.06,53668,58002
BE,11/11/2016 12:00,62.39,54280,59819
BE,11/11/2016 13:00,59.87,54131,61418
BE,11/11/2016 14:00,61.49,52445,56795
BE,11/11/2016 15:00,61.27,50934,53870
BE,11/11/2016 16:00,63.34,51033,53428
BE,11/11/2016 17:00,76.87,53321,54468
BE,11/11/2016 18:00,77.99,55993,60480
BE,11/11/2016 19:00,73.1,57084,63134
BE,11/11/2016 20:00,63.48,55381,61799
BE,11/11/2016 21:00,63.01,53685,59426
BE,11/11/2016 22:00,58.87,53065,57905
BE,11/11/2016 23:00,58.72,53667,62359
BE,11/12/2016 0:00,59.09,52692,61292
BE,11/12/2016 1:00,56.26,50091,57042
BE,11/12/2016 2:00,49.7,49726,57080
BE,11/12/2016 3:00,46.47,49497,53451
BE,11/12/2016 4:00,43.8,49379,51422
BE,11/12/2016 5:00,44.75,49274,51565
BE,11/12/2016 6:00,49.03,49483,54408
BE,11/12/2016 7:00,50.77,50053,57814
BE,11/12/2016 8:00,55.25,50555,58840
BE,11/12/2016 9:00,58.21,51804,61441
BE,11/12/2016 10:00,57.95,52995,63200
BE,11/12/2016 11:00,58.68,52485,63489
BE,11/12/2016 12:00,61.91,51913,64520
BE,11/12/2016 13:00,59.9,52198,65099
BE,11/12/2016 14:00,60.48,51169,61199
BE,11/12/2016 15:00,58.44,51028,58540
BE,11/12/2016 16:00,59.93,51096,57377
BE,11/12/2016 17:00,69.27,52828,58930
BE,11/12/2016 18:00,94.57,57106,65408
BE,11/12/2016 19:00,75.6,58160,66957
BE,11/12/2016 20:00,65.27,55437,64484
BE,11/12/2016 21:00,64.76,53657,60860
BE,11/12/2016 22:00,60.52,52544,58595
BE,11/12/2016 23:00,55.81,53542,62854
BE,11/13/2016 0:00,44,52064,61514
BE,11/13/2016 1:00,37.9,50552,57525
BE,11/13/2016 2:00,42.26,50229,57034
BE,11/13/2016 3:00,41.7,49210,53168
BE,11/13/2016 4:00,38.06,48279,50778
BE,11/13/2016 5:00,37.52,48101,49832
BE,11/13/2016 6:00,40.52,48243,51680
BE,11/13/2016 7:00,45.01,47967,53476
BE,11/13/2016 8:00,44,49027,54325
BE,11/13/2016 9:00,45.94,49678,55933
BE,11/13/2016 10:00,53.68,49443,57921
BE,11/13/2016 11:00,56.26,49904,59037
BE,11/13/2016 12:00,68.11,51857,60949
BE,11/13/2016 13:00,60,51651,61731
BE,11/13/2016 14:00,47.38,49730,56851
BE,11/13/2016 15:00,45.95,49289,54268
BE,11/13/2016 16:00,45.27,49232,53662
BE,11/13/2016 17:00,70.84,50377,55020
BE,11/13/2016 18:00,82.41,55180,61621
BE,11/13/2016 19:00,68.28,56614,65542
BE,11/13/2016 20:00,65.75,54549,64038
BE,11/13/2016 21:00,51.38,52415,61310
BE,11/13/2016 22:00,51.47,51220,58965
BE,11/13/2016 23:00,46.7,51866,63369
BE,11/14/2016 0:00,44.2,49441,61997
BE,11/14/2016 1:00,45.94,48149,57553
BE,11/14/2016 2:00,40.66,47516,57684
BE,11/14/2016 3:00,38.7,47833,54242
BE,11/14/2016 4:00,38.7,48239,52742
BE,11/14/2016 5:00,40.8,49402,54378
BE,11/14/2016 6:00,71.68,52447,59292
BE,11/14/2016 7:00,112.84,59313,66610
BE,11/14/2016 8:00,106.3,61025,70118
BE,11/14/2016 9:00,114.96,60875,71677
BE,11/14/2016 10:00,127.92,59838,72268
BE,11/14/2016 11:00,132.04,59158,72102
BE,11/14/2016 12:00,169.62,58008,72418
BE,11/14/2016 13:00,122.94,57721,72491
BE,11/14/2016 14:00,111.89,58376,69771
BE,11/14/2016 15:00,105.09,58147,67917
BE,11/14/2016 16:00,98,58586,67119
BE,11/14/2016 17:00,138,61245,68452
BE,11/14/2016 18:00,696.02,64135,73780
BE,11/14/2016 19:00,148.6,65166,77457
BE,11/14/2016 20:00,101,61199,73360
BE,11/14/2016 21:00,74.59,57051,68576
BE,11/14/2016 22:00,86.72,55954,65831
BE,11/14/2016 23:00,57.62,55540,69167
BE,11/15/2016 0:00,47.53,54084,66991
BE,11/15/2016 1:00,44.33,51544,60601
BE,11/15/2016 2:00,38.43,51812,60518
BE,11/15/2016 3:00,36.09,51148,57138
BE,11/15/2016 4:00,37.26,50672,55311
BE,11/15/2016 5:00,40.05,51186,56224
BE,11/15/2016 6:00,71.93,54346,60280
BE,11/15/2016 7:00,99,58718,67801
BE,11/15/2016 8:00,100.91,59408,70730
