A,B,C,Z
26.43964633,16.58936598,43.63971894,1
22.76630474,35.29352405,24.4570577,0
37.63485587,42.29501121,23.71300175,0
40.51057894,34.77920539,15.10561176,0
31.98450543,26.23178449,38.58833057,1
47.28393276,42.54899014,19.73713253,0
24.96445739,37.42551305,26.77115437,0
33.68370312,39.006853,23.65194731,1
35.01373659,20.27328978,43.73858275,1
33.24929762,22.44667351,45.00917117,1
26.7737759,21.50177681,40.91178099,1
22.95991306,41.12164337,29.31500657,0
35.77433398,45.81374196,28.95194611,0
17.40172272,14.12246909,46.12897672,1
29.27059394,43.0587,29.48070059,0
31.75194312,32.430009,19.72676365,0
33.31758446,21.36524736,42.81536379,1
21.99150829,34.56715073,23.71570323,0
33.64237462,26.42591587,37.40189377,1
37.67060116,38.05397558,20.57287445,0
28.03189252,23.82081977,38.00982396,1
39.39630543,36.12265011,18.20039407,0
32.80046271,21.51341299,37.48542819,1
26.68747457,25.95523288,38.61108245,1
31.98679387,25.79529396,38.1026514,1
31.68424603,37.20515122,24.56910593,0
33.30381457,24.55251252,36.76199189,1
31.70356549,23.00046699,41.75866141,1
38.92082124,28.67258611,36.46425645,1
35.1247198,41.76174717,22.97231363,0
22.90259966,42.60595643,32.02914751,0
28.59834268,25.29061222,41.60268359,1
26.40461354,21.13110026,41.78218108,1
30.59460394,41.82289692,25.71639694,0
25.82258974,39.96313185,27.30099712,0
31.50436749,21.79698734,42.02606694,1
42.61814042,46.31999602,22.99185068,0
43.47866793,38.04554122,18.12041994,0
29.24683545,29.7644505,37.83061958,1
39.64091132,29.77805157,38.73567287,1
21.94288222,39.13637044,29.24196271,0
38.59202458,41.84715189,21.51675274,0
30.75183972,25.74172038,39.11960827,1
37.53582228,22.28345063,38.52003097,1
26.07231936,28.75593016,20.00588002,0
26.41440988,39.39443766,27.05111123,0
16.43277103,31.04989954,25.42880498,0
30.76331007,28.40640027,39.36362464,1
43.52214279,43.67870351,22.19672766,0
31.07488659,45.81766347,30.79663906,0
27.25334163,40.34797689,28.72975632,0
26.65781754,43.5522757,28.25836835,0
34.99127262,23.74003276,40.090913,1
29.72385092,26.16260369,40.4923698,1
30.78991251,26.80124558,39.59254575,1
18.09504781,14.01906894,43.80163762,1
26.06043336,22.19510536,42.98528617,1
27.30987658,25.88508294,38.47164726,1
35.20229607,38.62745005,20.26357757,0
36.09462043,25.84987956,40.07934308,1
42.82130155,40.82327425,16.61377279,0
36.03916341,27.55758801,38.98526953,1
37.47792802,35.49320173,17.1588606,0
37.59173496,40.95715877,22.572425,0
30.789619,40.92624176,25.5585951,0
32.9378439,35.40553287,21.74167138,0
28.39846023,18.87157964,45.99858322,1
23.31567096,39.39040135,28.23830154,0
31.59224371,34.52904916,19.29744191,0
33.60042217,36.57988401,19.95632794,0
26.05837626,24.6264256,41.28149503,1
28.5467932,20.89026559,42.65206513,1
15.38724115,32.75490787,26.27342859,0
32.33254562,29.04036597,37.34941042,1
27.01936083,16.00247486,47.9523738,1
26.89929919,43.18921299,28.13155287,0
27.8081521,20.21287931,41.88471224,1
42.88159517,48.18711388,27.3315018,0
24.97585222,36.32655875,26.6471411,0
28.15669049,20.55234776,44.04134886,1
27.80949081,39.55240931,27.18699927,0
26.82256688,40.93820691,27.35255754,0
25.60077787,36.7569752,23.89457339,0
27.58068564,40.57969093,29.5584128,0
41.92521148,38.75464129,18.5904384,0
25.10567538,23.31647072,38.63767077,1
31.33255995,34.86136157,20.82097204,0
29.68856171,34.27040864,18.23403818,0
34.9367058,29.80484822,36.68820668,1
44.83333043,46.28909078,22.55690293,0
30.02774524,25.38521552,40.62625059,1
30.64594451,29.54337022,14.94075455,0
34.35201303,27.82886173,37.85332914,1
37.30591196,28.00281153,34.95848371,1
43.47100304,39.17717434,17.77836886,0
25.81610865,19.33791205,44.9009709,1
27.60032571,18.32457395,42.84098568,1
28.89824044,24.9765916,44.58592561,1
23.25147658,41.08710583,31.37244343,0
28.19722592,44.24096709,28.92751652,0
31.86207228,35.20719861,22.19048945,0
34.23280645,28.77081081,33.98338563,1
33.15082288,34.21381199,16.15138837,0
35.18093467,24.56401509,40.08767494,1
36.57681567,42.46771041,27.03150405,0
28.70192217,17.95106793,41.19750322,1
33.99837536,25.47835764,40.82494012,1
37.0760349,28.1326567,40.38649314,1
40.36744488,26.57318161,34.87980813,1
26.09993393,20.5396266,42.35783134,1
42.28883673,41.95110429,23.28165832,0
34.60755342,26.46742929,37.77074389,1
28.81857841,46.59326394,31.06408458,0
34.99285199,40.26044271,23.67097384,0
44.96949909,39.14707304,21.16613577,0
19.67586859,40.13904834,26.94926051,0
27.42639498,16.99365257,43.84135284,1
24.35963056,47.63008095,34.14251214,0
26.50115174,15.90518038,45.34221928,1
44.01429449,39.69760812,19.95906826,0
41.33977187,27.47121762,36.50101336,1
32.34983588,27.00459948,38.72096854,1
44.08314393,38.15751098,15.92921922,0
44.48880088,37.22814949,15.83006138,0
29.20116015,30.70842155,17.05738865,0
21.84856407,22.16862482,40.97388669,1
26.0987441,25.02009646,41.53457357,1
22.93869832,20.87445932,40.4894902,1
36.87879764,29.32213986,38.2319939,1
26.97194772,36.44189244,23.51678473,0
30.58137473,45.97272439,30.30492333,0
39.7357293,19.24813985,40.59623067,1
41.0275777,34.26498131,37.77000011,1
44.32554663,35.71105756,15.08420639,0
32.41086086,33.77598828,18.32497489,0
23.90378431,18.09897197,43.47048921,1
27.9413555,36.90631486,24.46573547,0
26.26724002,23.59402965,40.35350661,1
27.20269278,17.97066641,44.02747516,1
41.10768094,39.0310985,18.74996819,0
40.55894835,27.44863035,38.54639214,1
29.05642595,20.07891317,40.61305874,1
33.20239502,16.22184592,44.41501776,1
39.33690971,45.90335499,24.44635604,0
29.40934725,41.18124066,27.36091238,0
26.45874417,37.10919513,23.43935276,0
38.88442864,33.92736849,16.96128411,0
36.55803705,39.49530948,22.47206143,0
15.48946678,32.14432963,23.61405743,0
39.41919998,25.06955904,38.64685974,1
33.77813832,24.04964547,38.24345215,1
23.93637529,34.62740564,24.88959535,0
35.25713492,40.60241912,25.59903771,0
25.1358471,23.2445047,43.59843242,1
30.12044585,23.15566779,38.80072119,1
29.1383503,44.05543058,28.06774784,0
23.66004409,37.69273777,23.00127965,0
33.73696415,26.15670083,36.08481442,1
39.06779835,43.10762934,21.18112749,0
38.33908802,38.38373299,19.44702287,0
37.15704608,40.34341359,20.60880604,0
33.3297061,25.12039726,38.4768605,1
34.49433862,25.72074671,38.10348237,1
28.10720469,19.72975736,39.76901649,1
40.06704464,36.71974217,16.97362853,0
26.65845828,25.69383923,38.92057544,1
28.33275534,41.27028224,29.50200767,0
30.01109574,23.23449206,37.49640466,1
28.76921735,42.48698647,26.10860533,0
30.27044237,23.18207949,40.2942344,1
28.9899894,24.61304277,42.53504691,1
33.3898337,41.86662647,26.91756899,0
31.51165435,42.7757547,29.43994375,0
24.21344681,20.37985544,40.14805158,1
24.05703147,24.00814529,38.84405837,1
27.05082929,28.63987698,37.19586616,1
25.77565849,48.08187092,34.12405611,0
34.72435583,21.416858,39.88888457,1
24.65869761,21.84206227,44.03690226,1
32.89003395,25.32583241,40.3618184,1
41.20957706,25.88225933,39.856979,1
24.27865884,21.83552577,42.98050688,1
40.86717109,32.3210531,35.07252403,1
33.9706541,36.73918671,18.83727339,0
24.96211912,22.51548428,41.65477484,1
31.55200754,40.33402799,24.16197885,0
20.36693203,33.34981994,24.62628056,0
24.78608126,18.4167312,42.281684,1
39.7423368,43.44166676,23.16830711,0
30.87498599,39.18071251,25.10521049,0
28.01434337,27.65982357,40.41832794,1
29.27759019,23.41768895,41.27566508,1
30.47245607,22.92045797,40.26203935,1
32.35808342,22.42711902,39.36726726,1
10,37.08991407,32.30816671,0
27.37722379,17.92431159,45.76809441,1
36.86707706,34.50229621,14.83023064,0
47.86753062,29.73053203,34.42798874,1
33.65080283,28.32405705,37.00744381,1
27.61442512,20.75320518,40.62607424,1
31.22903472,42.46414559,27.56849869,0
45.0019342,29.2676164,34.55819323,1
36.9897065,41.18101228,24.18960462,0
37.17459379,28.60828197,36.77894595,1
21.75887825,17.85584504,44.09090859,1
32.9891038,38.08804506,21.13713748,0
35.07671302,33.72388975,18.90262175,0
23.44594886,40.8354367,30.19373294,0
18.72607166,20.861718,41.26391717,1
,,,0
,,,0
,,,1
,,,1
,,,1
