A,B,C,Z
21.56171358,28.00219825,21.60201669,1
12.19638714,29.90875677,16.84528502,1
30.86170978,28.6317122,37.77253322,0
15.29289704,28.86083468,16.44301779,1
31.92431818,28.13234849,38.87484278,0
17.05856094,27.41536341,18.00959275,1
34.53069653,31.68711785,40.48539697,0
18.96704289,31.44964321,19.47691792,1
30.06088134,21.92877027,38.64966362,0
26.96053984,17.85883306,36.78779841,0
23.15000236,17.42288492,33.6707313,0
36.52114359,39.43332081,40.41734113,0
19.24798058,27.46447883,27.32376351,1
14.77188925,30.32274091,16.0591451,1
17.74887144,30.85646242,18.08695319,1
21.77010738,28.80604896,24.75955614,1
14.15286705,29.12371903,19.63591911,1
19.68617656,30.10955682,24.75663763,1
18.74962996,30.03039814,15.81214716,1
15.25422196,30.0593134,10.69709275,1
14.07584046,28.2067146,15.06664468,1
11.14902012,28.219971,17.12360323,1
30.01913782,19.55831681,39.13023389,0
31.6056293,27.54921957,38.75172749,0
33.29708644,31.94116452,39.27165077,0
19.35077157,28.61136906,20.73075353,1
13.20688761,30.3492968,17.61956649,1
20.79461851,28.25998652,22.12350918,1
42.53678888,37.92373143,46.00465563,0
18.0585615,29.56789911,16.2005111,1
23.87805891,28.09301472,23.94300914,1
30.80053522,23.34002803,38.86695554,0
33.92330393,28.35775156,40.51895002,0
19.06286727,25.99466704,14.66339825,1
14.86021441,29.05375275,19.03759722,1
30.09525914,28.14533457,37.23345259,0
30.11004134,30.81607712,36.73499995,0
30.74575849,24.01179604,38.86627019,0
13.41073515,28.14962593,13.15381146,1
27.06087303,30.89612276,33.9199424,0
13.18506338,29.10875552,10.64676357,1
27.54781722,27.46662907,35.02081864,0
19.51799944,28.14212322,23.91584912,1
28.17311259,28.72981428,35.48163103,0
32.5817045,29.07429246,39.14040707,0
24.60101985,27.89491754,25.37907946,1
31.01379064,33.96009266,36.77124995,0
15.39828353,30.1020518,18.74784578,1
20.97971268,29.82685808,24.79763287,1
14.76653321,30.52694182,18.19603358,1
15.95721938,28.73960094,20.99901122,1
17.04281044,31.97014204,19.48424778,1
16.78382874,28.95820918,19.20468164,1
32.55736907,28.4203118,39.39689037,0
19.77455995,29.13084569,26.11351487,1
35.97205452,31.6347538,41.6466544,0
22.29842841,29.14110865,20.4443744,1
19.58621804,29.37382292,17.23483273,1
19.41458768,27.69020182,23.92027073,1
34.54287435,29.27615273,40.98688924,0
34.03491613,32.42002338,39.75782985,0
38.29883591,37.8417644,42.34337692,0
20.72474947,28.70736363,19.98096613,1
24.00857217,29.42136992,25.1695563,1
33.22645114,33.30709329,38.83269053,0
38.02108805,36.79773027,42.37672883,0
37.84224946,40.41346181,41.24106404,0
17.29195253,29.78314623,23.67594969,1
15.13589509,30.70355144,15.22687247,1
32.73446259,27.25866223,39.66346052,0
25.90744221,27.74532352,30.72941981,1
20.28003667,26.09792301,20.11505378,1
15.65497574,28.11430621,10,1
16.78030621,29.03755127,19.5648286,1
22.64093807,28.45580811,23.65085115,1
31.1712863,23.7541596,39.09746827,0
26.42514863,24.11093447,34.81421014,0
15.82513391,29.09079279,14.45911803,1
21.93561346,30.35420219,19.471276,1
31.75714223,25.2537549,39.4558315,0
32.68822394,27.6651988,39.82023333,0
19.91775766,28.66213801,22.23819858,1
21.5564533,29.555412,30.17486124,1
34.63122041,31.58962056,40.55481815,0
33.39489219,29.84544843,39.72534735,0
16.17295205,29.41318894,23.51369661,1
19.36240429,28.56836117,18.00427742,1
34.53620639,25.5337651,41.73626568,0
15.49954387,27.32709345,16.23908628,1
18.54246499,30.92093569,24.57372027,1
36.35488022,36.17942026,40.98973125,0
21.20481924,28.42532948,21.28126936,1
22.4650781,27.9890809,21.37409983,1
32.3704973,27.64489733,39.34351189,0
30.60934796,23.96148007,38.80405004,0
38.95670799,33.08786818,43.96381514,0
25.52254282,29.9472977,28.31532613,1
21.09716972,17.98838942,31.46303337,0
36.76854762,40.73349251,40.35883755,0
17.78428057,10,30.47496943,0
31.64031186,23.82732699,39.56724966,0
29.92244929,38.05724014,34.95160274,0
20.77989253,28.59041008,16.38780981,1
25.00125255,19.29573916,34.6094459,0
17.27457762,28.59399259,13.67329925,1
37.17298758,30.10839589,43.14281079,0
11.58823296,28.70005278,17.64715804,1
31.84839172,33.97978813,37.48851418,0
39.3568051,34.5437431,43.86022302,0
25.44875219,29.34934438,26.58582825,1
23.88119265,28.71042398,22.84644216,1
26.11613712,29.87414714,27.0812398,1
13.19619041,31.41578177,14.10894426,1
20.69448819,27.47034489,25.0310032,1
15.1593772,29.33455243,18.21153478,1
18.0815812,27.03419364,20.91353979,1
29.22665403,27.40700084,36.83262947,0
22.25416753,27.9604623,20.03530557,1
36.59884046,34.68525706,41.55908245,0
14.29506831,28.90904047,15.12719333,1
31.97466931,26.3442772,39.35864867,0
31.35264508,33.40826468,37.10507771,0
23.25098085,28.27105358,20.6620137,1
19.24029077,28.92663846,16.56233856,1
23.4479475,27.71893368,21.79975096,1
20.64855155,27.54882024,21.74223326,1
32.05085708,23.88749545,39.83811499,0
18.09541715,27.46499663,21.34156822,1
22.23984962,29.27247706,22.44526848,1
41.44828945,38.7049547,44.91266373,0
15.1618664,27.58987595,21.13674824,1
13.89249181,28.37452542,12.43878868,1
22.17525806,26.63039265,23.9055548,1
31.11336744,26.91072271,38.3468989,0
19.56404401,28.292303,22.25334948,1
21.85987858,27.17609179,24.00584452,1
16.83450285,28.82838028,21.29856921,1
17.26052967,29.23670556,16.51386652,1
29.20535588,27.13070161,27.32724793,1
36.06753155,37.08151321,40.47483784,0
26.72976717,16.80101558,36.90715209,0
16.54875497,28.19404171,12.35643732,1
16.05242663,30.6794091,22.80833623,1
32.61670284,27.70113598,39.52535844,0
16.53015213,29.26739018,17.85652333,1
37.91486748,29.10250696,43.88975671,0
28.07669134,24.85056132,36.29845717,0
31.2258256,23.60410675,39.34715473,0
35.60345548,37.04285972,40.20099435,0
29.09400984,24.23825792,37.34510239,0
31.00212185,29.39562263,37.80050763,0
22.30030382,30.2534383,18.15718675,1
15.90237556,28.18189713,19.40063567,1
37.14815091,39.79897063,40.77696309,0
26.0711026,28.48123547,23.11480515,1
37.68666212,36.61137255,42.04535542,0
22.98752468,27.95574786,17.42176309,1
20.38686511,27.318899,23.24325175,1
21.48509423,29.01505677,21.88989138,1
24.5196068,28.27879663,26.61846769,1
30.33365818,29.06768938,37.21720037,0
17.43826129,30.80914033,17.46679591,1
20.85548376,28.81002229,22.59895393,1
20.80468105,27.7582831,16.51825195,1
29.84427208,24.53742895,37.69868875,0
28.4490598,19.13235561,37.81087387,0
31.24764308,24.66399677,39.0411889,0
37.20310087,34.44671956,42.02342642,0
19.04871196,29.10164721,22.29058246,1
13.77494621,32.9519561,16.84628768,1
26.30105367,29.31882405,24.67442231,1
33.13639456,24.86701118,40.74724945,0
31.17815946,23.61080221,39.22983039,0
40.41254805,36.06560616,44.60610391,0
35.63989274,34.79981084,40.76807383,0
16.17763837,31.76861961,22.80586782,1
35.38611983,31.90824657,41.06421803,0
34.83087404,33.6870184,40.14173708,0
20.30069457,27.31633761,22.16697252,1
19.6968857,27.15301861,15.44200889,1
40.72478593,38.27122163,44.27099264,0
25.21581326,22.66274703,34.25295121,0
21.38864445,29.15397521,22.79391047,1
30.02110126,16.55353466,39.79804979,0
18.74888419,27.7513816,18.93798918,1
20.58991192,28.30749684,25.48588369,1
32.55554037,28.45221368,39.3851619,0
21.24807538,30.36870073,22.92564524,1
15.12948778,27.14853183,14.77596155,1
31.18391046,28.84319815,38.04254252,0
31.19453559,28.35017704,37.99550092,0
12.73332587,28.88231752,17.00808439,1
35.9373753,35.22335773,40.97164134,0
34.46296611,35.051292,39.5568954,0
34.4202771,31.12933848,40.33582728,0
16.87747026,28.62595394,19.17582296,1
22.82325461,28.02827809,22.16978194,1
23.32951438,29.27238781,24.10992937,1
22.65635948,28.17925235,27.41524363,1
22.81437816,28.61551262,23.27137877,1
32.67866872,33.08780211,38.61284105,0
18.63519676,30.24983967,24.94682855,1
31.19309786,33.51923524,36.98460023,0
16.49763067,30.45409073,22.53916177,1
20.48373262,31.81447381,21.80872749,1
31.67038408,27.70898428,38.73852275,0
36.45331413,32.48914755,41.89331524,0
33.49026061,30.72916661,39.68009583,0
25.53095782,29.95387353,20.86794877,1
31.94612011,30.24066785,38.4150424,0
15.60958545,27.5937708,21.68079964,1
21.90596293,17.79514895,32.52908721,0
32.45373527,31.41636516,38.49647347,0
33.51547772,33.54769225,39.05708714,0
29.60053393,24.73165616,37.43615351,0
40.78642447,49.12747357,42.04368127,0
15.31570366,30.63837818,20.72711515,1
19.33394671,28.69162001,26.15133145,1
18.38719929,28.11710318,20.87067921,1
34.8534675,29.69513203,41.0374284,0
20.73731042,29.2248794,21.05614224,1
36.04861691,32.56168016,41.61419096,0
18.41720906,28.34555752,19.1999424,1
16.5097282,29.08538922,21.8438193,1
26.84691045,19.75949413,36.3206592,0
20.23706874,30.31823247,24.61681893,1
13.32174367,27.09097111,15.62350795,1
15.58175559,28.23583463,17.90855171,1
28.66704909,25.43389409,36.58826951,0
37.81348191,33.0148657,43.07599866,0
32.27824173,30.01612606,38.85144291,0
18.55151335,28.33861723,21.89907835,1
24.37178832,27.32789938,19.64432864,1
22.61188157,27.80897967,24.80765723,1
28.63732594,27.09283167,36.09625154,0
37.09934999,38.43652789,41.18533907,0
19.92839953,29.000073,21.16663787,1
15.81078933,29.15961832,11.58032345,1
19.98867718,28.93728438,18.96121532,1
37.56419044,30.22936776,43.49208966,0
15.36951278,28.60596531,12.28784969,1
16.73958016,29.34653252,18.55407238,1
30.5893592,28.68807303,37.44319086,0
17.2671907,28.13715603,17.03159024,1
22.03366322,29.23686131,23.25105901,1
33.25148033,32.85717345,38.7916828,0
24.71500822,27.94310204,25.8159922,1
38.2666287,33.3975199,43.18668116,0
27.11101504,19.80867581,36.56365663,0
27.26809788,24.61879657,35.46546292,0
15.35057027,30.00995176,17.27649954,1
28.34886572,24.80374639,36.51808098,0
32.09525342,23.70813819,40.02547206,0
35.90403575,37.19313697,40.34131618,0
20.55688208,26.68311711,18.06637064,1
20.50850239,28.15292637,18.87566413,1
29.03396461,22.16944786,37.70251508,0
41.67785353,35.10215161,45.78425263,0
28.2441224,18.4651988,37.83447258,0
31.14589204,33.16005058,37.17102802,0
21.48292091,29.25620561,23.68051189,1
35.47070235,31.07632094,41.39266531,0
16.08457516,28.47301811,18.64137269,1
31.21841498,32.78405028,37.23939668,0
34.93766614,30.97798955,40.93968232,0
37.95516416,30.38594161,43.63633573,0
19.68637304,27.32961873,23.08609197,1
35.54711964,26.21644766,42.49694899,0
19.56109862,20.3494346,29.60870542,0
17.9703375,28.46345122,12.60427177,1
16.54202736,31.18240922,15.04569005,1
20.50546889,29.87542065,24.71116986,1
19.40086751,29.42153635,25.44945669,1
15.29186576,29.72724137,19.751842,1
15.15280045,29.60291119,17.71311364,1
14.57083028,30.10809667,14.95963576,1
35.49183508,31.10972031,41.34613102,0
31.79330712,26.96560349,38.9465108,0
18.94861456,30.01944707,17.7590562,1
30.02021764,25.82699809,37.75253745,0
50,50,50,0
32.35395984,28.66500592,39.08416661,0
18.89123558,28.65994323,16.55838187,1
32.22101743,25.33015945,39.71800178,0
36.43162647,34.1937767,41.43852934,0
25.84886265,30.18574578,33.09167128,0
27.04475914,20.94085238,36.11057049,0
22.72616236,27.20084873,19.46339354,1
29.31628492,29.12465957,36.3014746,0
22.00339806,28.77985252,24.1528971,1
26.89628185,26.44729433,34.76124211,0
28.02928785,25.13926098,36.08361326,0
17.37503988,27.29090079,17.37939354,1
15.70474665,28.49155017,22.7732129,1
30.47864186,25.57818796,38.19754933,0
36.83633303,39.96690738,40.44281668,0
33.08553008,33.8897779,38.51652653,0
34.47878203,25.07210776,41.76259615,0
31.3690544,35.40796103,36.65588996,0
19.46375387,28.44112593,22.52949106,1
11.05793975,30.23508973,17.88219661,1
25.54198243,18.01943408,35.59235644,0
25.85058758,17.30321013,35.98121158,0
32.99219085,33.47376524,38.57831917,0
19.7358377,30.87026423,18.91138947,1
28.89895528,22.81974281,37.40532002,0
17.39471735,31.31727152,22.99925798,1
27.63316157,23.47500825,36.01752554,0
24.6624748,22.33215755,33.82410524,0
16.48858543,28.9054899,13.44950868,1
34.10565333,36.059809,39.10250803,0
22.47507911,29.02506221,28.93532828,1
27.15436513,22.98098492,35.77192925,0
22.86792881,29.00122319,17.98327745,1
23.20903475,26.88821335,16.27967758,1
28.521198,26.62503582,36.13592413,0
20.59976377,29.49741631,24.45521703,1
21.17108872,28.78521063,18.75519187,1
35.95672888,37.06111359,40.37532448,0
31.85396914,28.69162245,38.75864327,0
18.23492568,26.87465919,23.25512732,1
29.20668032,23.60077754,37.43168856,0
15.15292625,28.14460552,12.44858594,1
15.66708612,31.04315424,19.21643511,1
18.22776715,27.08963767,16.57764681,1
19.04696298,28.23670811,27.33672031,1
33.23970535,27.03781261,40.1678159,0
23.60896082,29.88857659,21.59388683,1
14.74818446,27.90604188,14.27503917,1
29.96230211,25.86577395,37.62818281,0
21.45957023,27.3711921,27.04911976,1
16.34706676,27.97808843,16.30312423,1
10,29.09219261,15.55033635,1
27.96157426,27.06195807,35.49437648,0
20.79225461,27.08081542,17.81648368,1
20.69123155,27.81153896,21.77249088,1
30.28762334,25.60046819,38.04369476,0
30.41266394,22.55797334,38.73562089,0
40.82099775,36.74740075,44.72309465,0
22.48364292,26.78379882,21.09442343,1
18.54728249,27.748668,14.6379871,1
30.20491008,27.93109368,37.41245447,0
32.13290168,30.47120678,38.4218018,0
18.82295918,31.76563205,17.60227023,1
23.83845826,29.07347093,21.56093495,1
20.47717646,30.24482816,16.00634555,1
36.5127779,33.17844047,41.74064932,0
16.7350551,27.92407696,16.01529533,1
19.20845589,17.05722665,30.1309425,0
17.26484296,29.94318352,21.073744,1
23.64152956,19.03294465,33.54346186,0
35.68878789,36.53809497,40.20193652,0
30.69570134,25.27615498,38.27484476,0
33.47602106,29.91402266,39.79338969,0
16.514317,28.64574795,17.26000615,1
34.47226842,32.23669669,40.21837689,0
39.55858545,30.10674143,45.12958573,0
34.52166668,27.78983329,41.29108695,0
17.49135615,29.75074432,21.43801248,1
18.25211063,29.528715,21.89423576,1
32.24219375,30.19013849,38.6239666,0
27.25211876,25.00979487,35.45044642,0
36.30919678,42.62620247,39.49346797,0
23.11454948,29.20332639,16.54281098,1
12.08204878,29.08965081,17.59122264,1
31.2520652,31.99200636,37.48989036,0
30.83137843,27.00898691,38.12336524,0
27.28059289,25.52585461,35.20620361,0
34.36410302,29.34078884,40.63801094,0
26.21779112,24.75551167,34.51842568,0
32.13662151,27.80313844,39.16664436,0
25.2876541,22.56284618,34.38191687,0
21.6596291,29.75755277,14.23812094,1
24.59900313,27.77857865,21.67129639,1
32.1196652,27.29726799,39.10429417,0
17.62532882,30.78219031,16.1058576,1
18.66702917,28.70106363,10.87512528,1
34.2760205,25.52420393,41.53991629,0
33.97472324,31.56551606,39.79584798,0
20.98319203,28.30642225,24.5827277,1
35.87014202,35.63797914,40.61878576,0
22.97114912,14.78523335,33.97210732,0
22.25495369,13.50431472,33.45727749,0
36.74762267,36.14983399,41.35263384,0
22.99632563,29.01426712,27.87250587,1
25.74583074,24.27557706,34.18386838,0
12.0113103,29.72280797,14.68859018,1
31.96567929,25.47890441,39.46974935,0
16.34281561,31.68265539,16.29713123,1
32.06759245,30.04849551,38.71355966,0
19.21506802,28.31937246,21.74169685,1
18.73853346,28.7443159,22.11310928,1
28.11736225,26.29111666,35.97578298,0
21.64631714,29.08186479,20.48066157,1
34.1720144,38.52284224,38.46755176,0
30.85279519,25.2532354,38.66396708,0
23.5344511,28.74826457,27.31010516,1
28.6907387,25.35305947,36.69909216,0
19.6771328,27.69196043,19.06891425,1
14.86262926,28.74916072,16.93160032,1
37.51793885,32.86983717,42.68158814,0
33.51339107,26.19571044,40.7537988,0
24.00346772,30.46430877,27.94200295,1
22.57717643,31.28827015,21.72756054,1
35.63759326,30.75188217,41.61610193,0
17.06046755,30.11863213,14.43067918,1
34.77538582,29.23477103,41.11722203,0
17.42657757,27.38703392,19.73200659,1
29.04984111,21.93485544,37.76883723,0
18.71606538,28.77254495,22.8754781,1
32.59348299,25.32175835,40.01492508,0
34.60492886,24.73241228,41.95461014,0
24.4976077,28.41231454,24.61405918,1
38.65209432,38.93641787,42.51163853,0
,,,0
,,,0
,,,1
,,,0
,,,0
