A,B,C,Z
35.99208548,44.20834417,18.10939278,0
29.00678558,32.42011611,13.84266172,0
20.68255281,22.3811245,35.43602886,1
31.99640393,32.01892319,28.17606373,0
29.58153026,37.54136551,47.66254592,1
27.77423507,32.01752256,35.62313664,1
22.72603061,26.94719315,39.32835517,1
24.27649413,20.8514204,25.77425156,0
33.34917601,36.26130561,20.73883774,0
28.83617962,27.42537474,25.32778474,0
33.68589833,37.95929616,41.00298696,1
20.92125082,30.70179775,42.30006495,1
26.00990165,30.31779195,41.49155828,1
40.91666851,34.07575772,33.02307698,1
28.79548517,28.14410126,16.8285549,0
19.92278466,23.48336044,36.61717907,1
31.45906621,27.26557831,20.21732275,0
27.11479656,27.32912621,39.29712906,1
22.28880101,27.0989013,34.03235747,1
24.17696305,20.98265308,33.44852075,1
26.72683887,31.02538237,37.60127159,1
33.08511794,38.02372401,25.79654492,0
25.68278556,40.80359299,49.03308487,1
40.89352733,41.28333779,39.8320661,1
34.13727867,29.69403401,37.16693623,1
37.8100652,34.36853529,37.08267672,1
31.21857815,32.49482001,26.76811491,0
35.11974875,41.40225328,48.47150514,1
32.90475665,35.79446255,18.08113106,0
29.88185167,31.51535906,16.15312488,0
32.21183715,32.02236511,23.98725042,0
31.66780167,34.45551065,17.3882637,0
31.52472869,35.96312179,21.11748885,0
26.12333347,28.76059554,16.53789615,0
32.39987888,36.59353341,19.00312482,0
33.3952396,40.85250063,15.07865345,0
34.83234835,41.07434662,13.04557939,0
29.15022321,29.7398815,40.67960864,1
14.7027676,24.82972831,41.0575104,1
29.68249169,33.27198382,16.7862871,0
19.99836537,34.58007786,47.98953001,1
14.28260442,18.30531036,37.90340346,1
30.6565391,28.14133333,24.28490319,0
20.93557311,26.056518,39.48068899,1
24.01455951,27.40794444,33.74182497,1
28.64276934,31.20277172,42.67963457,1
30.94345391,39.98332156,44.06651636,1
28.37863492,29.08538079,40.33307794,1
24.32860488,18.89415806,34.5318006,1
32.97983107,37.27821238,21.47706019,0
30.89096417,34.0004915,15.97861107,0
32.53295653,34.45382217,25.32707189,0
29.43584886,36.34921193,41.06696054,1
35.00527109,38.65071484,42.34987189,1
17.96190642,28.49937595,46.21208848,1
35.8812812,30.87664009,35.53506045,1
29.43444673,38.8012086,46.74627264,1
31.86683749,33.62799815,28.14905254,0
32.77882123,36.3819207,16.26035114,0
34.73193013,35.43711783,27.50255174,0
32.17152701,34.58249837,37.81718033,1
26.50771026,24.48738421,18.17527149,0
26.20110385,24.22526716,34.20671142,1
28.67529284,28.59981924,23.32615811,0
33.55216183,37.92360655,41.81069954,1
21.45275555,31.33231365,41.71100847,1
30.66175016,31.0198148,25.11502697,0
32.68255674,33.13054469,19.72037547,0
25.34860219,21.47207444,19.00002794,0
32.16111555,37.58314499,41.92328927,1
34.12167428,33.94902814,22.77661386,0
31.60738982,39.11728894,16.02949956,0
30.66717385,32.01350492,41.110356,1
31.18261295,37.81708186,23.23116915,0
27.35621389,25.66949146,38.21924414,1
28.33394942,28.74342232,16.12719355,0
36.4779457,29.19409122,35.89001149,1
24.36788564,19.12256855,16.9407927,0
32.74684055,34.9412896,20.63345593,0
24.08091255,24.14843644,15.23681071,0
32.31496896,39.45906673,19.57402013,0
40.06687611,46.20842423,41.20367332,1
33.28180487,35.82771769,23.02226804,0
32.24543349,35.87869878,24.91323721,0
26.52408065,25.64338991,26.51471199,0
29.18845072,30.41063391,17.13393217,0
33.82974283,43.28696571,20.44156969,0
21.1136181,24.67069673,38.6261009,1
32.01861849,37.75656145,19.52661289,0
31.47306845,36.49245754,17.12774451,0
37.0773382,31.69134524,33.71821979,1
37.81329649,34.41100081,35.57206057,1
35.24385703,39.11040322,23.53830014,0
10,17.70389017,36.07881812,1
26.40735936,28.85813529,39.16832056,1
35.54684818,43.61064737,18.77561301,0
31.21093485,36.50723462,18.25714754,0
26.82991726,30.68177842,18.81729315,0
45.02650682,35.60994769,32.88329434,1
32.03327418,21.66750879,29.34728544,1
23.99514316,12.85148373,21.33776469,0
24.82735245,27.25839602,36.22370193,1
32.27056478,36.93685226,42.81448266,1
31.49637297,36.82723693,18.88184418,0
28.66219833,24.30788083,36.92044372,1
20.60427388,19.48299826,35.60297083,1
35.48732154,39.46389931,22.11620884,1
24.87142597,25.46328071,36.10056062,1
20.98656429,23.58362984,37.04900619,1
12.14128849,24.84029839,41.9639381,1
35.03828508,35.75168533,36.99630257,1
42.23955366,34.82129792,35.48910842,1
31.40489331,32.79203911,20.94393669,0
26.91562877,27.80268891,36.4425134,1
26.41916655,24.44193396,21.23247117,0
22.19418163,14.91242192,20.03689648,0
30.5708852,30.78108145,18.37403216,0
25.64559067,23.37090083,16.51867604,0
32.26808254,36.42142177,20.83875605,0
24.22442821,32.44872521,43.35741292,1
36.05795648,43.37398629,20.31085491,0
24.3140488,23.66466738,20.74239166,0
25.34336837,21.40304751,21.84630243,0
28.86349774,27.22317248,22.4242577,0
33.92963293,38.60583154,21.2879241,0
26.42030493,23.62813019,18.14947732,0
40.33969365,37.27552551,37.73234333,1
15.3932108,23.23226574,39.48157588,1
30.11468073,30.11387957,36.74787422,1
26.92024611,25.99424107,20.05553371,0
28.41412564,29.52343238,37.54685673,1
33.64305176,36.76656756,21.83155076,0
24.99091138,33.20733233,39.01654998,1
32.27659675,35.3211055,36.44028556,1
20.43511362,23.39828736,36.039154,1
29.54836539,30.67437584,21.80344339,0
25.62126087,23.55580624,19.76740948,0
16.5363563,20.04096705,34.23506967,1
30.56320212,27.00936532,34.58960947,1
18.92880808,24.55154841,39.6327632,1
25.48801351,24.31180482,36.65972793,1
30.93707564,32.86907015,14.64760834,0
26.73868888,25.60902367,19.54500691,0
31.45664452,30.90454824,40.61549889,1
31.09023859,29.22047432,33.65534128,1
30.56018414,33.72106726,23.8982099,0
30.63044229,31.69212963,25.13907944,0
32.01790372,28.42398925,31.9764145,1
23.35563696,37.54544957,44.09581229,1
26.86187431,26.45818021,15.25619305,0
26.45506871,23.86389488,21.26325351,0
26.33121439,26.77133956,18.48548519,0
39.44548035,43.80863379,41.15247646,1
31.1445415,30.63420163,16.63667009,0
21.68274981,20.21593738,34.34096005,1
31.50648464,37.58452575,20.44829891,0
26.69178024,28.88387179,39.90556627,1
31.57307075,34.25622987,20.58800539,0
36.07644364,37.26439512,37.10080776,1
40.52932699,44.25641329,43.75498291,1
25.19818279,23.00642698,19.08977711,0
24.91652965,31.44844483,43.03449199,1
35.25116208,33.13083867,34.50808362,1
23.77520312,19.99256971,24.71975346,0
26.87137398,26.05551918,17.72109802,0
31.63364247,28.45799712,23.5533677,0
26.02030274,17.38223204,20.87092033,0
31.34253925,28.06537758,23.08158538,0
19.78461714,13.94819005,14.75737307,0
24.51058681,31.63463885,42.28867968,1
28.08511426,28.26739057,19.12151216,0
25.68977267,40.23612452,45.44461203,1
31.08833458,20.9641755,28.7347666,1
33.67249227,42.02898501,15.66220522,0
33.51763691,39.88393633,17.82762071,0
28.87682281,30.98714239,27.83368198,0
25.05729752,20.97590746,29.18857723,1
18.57924353,13.58185044,15.9534554,0
30.76765414,31.02608651,22.30249869,0
17.12040833,22.2300027,39.26536357,1
26.51375993,28.20505472,16.23058114,0
26.01374785,26.70987901,21.71054515,0
24.05400886,18.73872802,22.96281922,0
28.2170976,27.99480328,19.9234848,0
26.46366801,25.09675942,36.7841482,1
30.67652596,21.1281948,33.35459685,1
27.0960153,26.6106262,20.66012278,0
30.89389874,30.70590814,22.75580538,0
25.42143749,24.50071918,20.07908061,0
31.13320849,35.69281968,44.51479035,1
21.06175772,13.70138385,21.89299046,0
29.85910146,30.01708979,26.6338543,0
28.95242484,35.85361724,36.24406172,1
27.64597278,28.96250087,22.68283663,0
28.2840094,27.00014413,20.9593116,0
31.34827011,30.54724959,35.95201586,1
30.57912134,28.818742,23.55255478,0
35.24183104,38.96171571,23.04763441,0
29.64876877,29.61190906,23.3161671,0
38.90632187,39.89505363,41.03146216,1
25.21832906,28.40009468,36.39118231,1
32.59857122,39.0486027,45.061366,1
28.7199449,41.70008177,47.50943338,1
36.6543522,42.56577958,22.2682296,0
28.83437571,27.60073853,21.3569676,0
29.71092272,30.77280657,19.90746056,0
27.78599466,35.73332081,46.14289359,1
30.59175904,37.29444101,16.85619293,0
24.78211045,36.01113066,41.95927684,1
33.93859062,38.1724143,45.49634816,1
32.31761147,33.09686865,16.7673223,0
37.74468357,27.8737993,32.88481173,1
31.94095165,35.3842892,40.24563473,1
32.98767752,23.9795123,32.50772073,1
28.50033288,30.69638866,16.89315258,0
27.94126208,35.02368347,45.31333027,1
27.33354925,31.67920054,42.08191057,1
31.53394708,36.3849593,18.2768533,0
32.02049897,34.69472695,22.40357343,0
31.73172193,38.7401341,18.33603793,0
22.50827201,22.90914329,36.3963146,1
30.69162619,30.4158447,17.28429986,0
39.18840259,45.58020857,25.00980538,0
30.84252108,30.84656942,23.62700677,0
34.13992487,35.23641733,21.77352085,0
29.10037222,27.8071623,22.0059576,0
15.95096807,18.10360006,35.96856169,1
31.54822838,34.53940871,24.49864835,0
21.27746546,28.24313102,42.27614189,1
32.81390876,37.01794609,21.26599348,0
30.44180947,33.80870181,16.66022891,0
34.93312881,44.64133889,10,0
31.81042654,36.66402978,20.2930085,0
26.21012432,28.78544359,18.03567979,0
35.07237569,43.82651177,19.91948183,0
28.12149211,31.00953592,20.62836565,0
43.28346454,39.24156275,32.58310664,1
39.11501274,35.46558689,36.79056418,1
35.35229686,37.92381298,21.82593154,0
20.70456508,25.73400547,39.14744738,1
27.3993157,28.7448381,37.93843587,1
37.95736669,37.45407062,38.35349315,1
28.20635289,30.14098278,11.36373864,0
28.1429986,27.16289726,35.41207345,1
28.07553765,29.13444526,39.13126006,1
21.44959442,15.67693569,16.01328097,0
27.49381972,21.58501843,23.83521552,0
37.13460886,30.84396769,35.4690994,1
26.89911766,37.15393156,44.11558416,1
30.48556735,33.59642097,19.66679922,0
22.94019703,27.36325738,43.49976338,1
24.00753141,31.43708491,41.40592645,1
31.59671286,26.43459168,35.44752332,1
36.00733284,39.45695527,21.61560802,0
27.33187142,22.70652463,22.35566099,0
36.05353146,41.40895862,43.79523453,1
26.10461485,23.09358357,23.49879012,0
27.95792898,28.90356077,16.95130539,0
44.7941569,41.71890187,37.79290827,1
29.07993537,27.66002796,25.88605408,0
28.03302713,23.86029237,31.78937072,0
20.00976245,26.4190777,39.27386606,1
23.87439543,19.41382618,12.43159568,0
21.60842318,23.62880344,40.06211985,1
32.06461497,40.14910598,42.31636829,1
41.25300787,32.15010299,30.98964882,1
26.03489557,25.51154598,17.76794947,0
20.54323311,26.91020401,41.4159169,1
36.51373166,32.06260402,38.27358079,1
31.42927574,35.68208084,14.81073118,0
30.63727892,28.22635473,22.45074373,0
,,,0
,,,1
,,,1
,,,0
,,,1
