Date,Open,High,Low,Close,Adj Close,Volume
2018-06-02,580.43,597.08,577.32,591.81,591.81,1880390016.0
2018-06-03,591.26,624.51,591.26,618.33,618.33,1832550016.0
2018-06-04,619.44,623.43,583.75,592.98,592.98,1903430016.0
2018-06-05,593.41,611.33,580.98,609.3,609.3,1844269952.0
2018-06-06,610.26,611.64,596.4,607.12,607.12,1756530048.0
2018-06-07,607.69,616.14,601.69,605.19,605.19,1880140032.0
2018-06-08,605.44,608.81,595.59,601.08,601.08,1637779968.0
2018-06-09,600.91,608.58,597.56,597.56,597.56,1519309952.0
2018-06-10,594.34,594.34,511.89,526.48,526.48,2234880000.0
2018-06-11,524.86,536.86,515.27,533.28,533.28,1982119936.0
2018-06-12,532.71,538.96,491.23,496.84,496.84,1932760064.0
2018-06-13,498.02,501.9,459.0,477.49,477.49,2080130048.0
2018-06-14,478.38,523.54,467.47,519.74,519.74,2458650112.0
2018-06-15,520.48,521.3,487.47,491.0,491.0,1808269952.0
2018-06-16,490.41,503.22,488.85,499.64,499.64,1314109952.0
2018-06-17,499.46,507.64,498.65,500.45,500.45,1264870016.0
2018-06-18,499.38,521.8,494.07,518.89,518.89,1513869952.0
2018-06-19,519.02,542.35,516.31,537.96,537.96,1726569984.0
2018-06-20,538.51,541.02,519.37,536.27,536.27,1596290048.0
2018-06-21,536.45,543.72,524.26,527.37,527.37,1462070016.0
2018-06-22,527.19,527.19,456.88,465.82,465.82,2226030080.0
2018-06-23,466.27,479.13,462.39,474.52,474.52,1651379968.0
2018-06-24,474.77,475.36,426.47,457.67,457.67,2490579968.0
2018-06-25,455.94,470.34,448.9,460.31,460.31,4007950080.0
2018-06-26,460.73,461.21,432.77,432.77,432.77,1356560000.0
2018-06-27,432.24,444.24,424.84,442.36,442.36,1368940032.0
2018-06-28,442.29,443.62,419.68,422.36,422.36,1360790016.0
2018-06-29,422.59,441.79,407.95,436.01,436.01,1564499968.0
2018-06-30,436.21,458.8,436.21,455.18,455.18,1475939968.0
2018-07-01,455.24,457.14,446.39,453.92,453.92,1511730048.0
2018-07-02,453.82,479.13,447.11,475.35,475.35,1625789952.0
2018-07-03,475.39,483.85,462.58,464.2,464.2,1683939968.0
2018-07-04,464.15,481.44,455.18,467.32,467.32,1549769984.0
2018-07-05,467.29,483.23,464.63,474.41,474.41,1828610048.0
2018-07-06,474.36,479.65,457.61,474.01,474.01,1627609984.0
2018-07-07,474.06,491.66,466.84,491.66,491.66,1358360064.0
2018-07-08,492.07,503.2,488.42,489.12,489.12,1344560000.0
2018-07-09,488.88,490.85,475.17,476.68,476.68,1533799936.0
2018-07-10,476.16,478.32,433.96,434.42,434.42,1789069952.0
2018-07-11,434.52,447.32,429.51,446.52,446.52,1422470016.0
2018-07-12,446.5,446.5,422.81,430.07,430.07,1495440000.0
2018-07-13,430.74,442.36,430.74,434.03,434.03,1489670016.0
2018-07-14,434.51,439.43,431.47,436.09,436.09,1235820032.0
2018-07-15,435.88,454.0,433.92,449.85,449.85,1350160000.0
2018-07-16,450.42,480.66,446.8,480.66,480.66,1858680064.0
2018-07-17,480.08,508.78,468.92,501.0,501.0,2288100096.0
2018-07-18,500.84,513.43,474.36,480.51,480.51,2371559936.0
2018-07-19,480.63,483.24,465.14,469.62,469.62,2068739968.0
2018-07-20,469.31,469.31,443.69,450.7,450.7,1821350016.0
2018-07-21,450.68,468.08,445.78,462.44,462.44,1504310016.0
2018-07-22,462.44,470.9,458.12,459.66,459.66,1338589952.0
2018-07-23,459.44,469.77,449.73,450.85,450.85,1596999936.0
2018-07-24,451.14,481.14,450.57,479.37,479.37,2287520000.0
2018-07-25,479.91,482.87,466.47,472.49,472.49,1930780032.0
2018-07-26,472.33,483.7,461.42,464.04,464.04,1621560064.0
2018-07-27,464.01,473.22,458.29,469.67,469.67,1734259968.0
2018-07-28,469.68,471.59,462.99,466.9,466.9,1531890048.0
2018-07-29,466.92,470.36,462.71,466.67,466.67,1631910016.0
2018-07-30,466.83,467.95,448.64,457.08,457.08,2141590000.0
2018-07-31,457.24,457.24,430.44,433.87,433.87,1820680000.0
2018-08-01,433.87,435.46,410.46,420.75,420.75,1888060000.0
2018-08-02,420.81,425.03,410.31,412.62,412.62,1569300000.0
2018-08-03,412.57,420.55,399.91,418.26,418.26,1722340000.0
2018-08-04,418.24,420.19,403.78,407.25,407.25,1466540000.0
2018-08-05,407.35,413.72,402.43,410.52,410.52,1396820000.0
2018-08-06,410.57,414.54,403.32,406.66,406.66,1384880000.0
2018-08-07,406.8,411.4,376.08,380.21,380.21,1828350000.0
2018-08-08,379.89,380.67,353.73,356.61,356.61,2016080000.0
2018-08-09,356.97,370.95,353.61,365.59,365.59,1616610000.0
2018-08-10,365.78,367.05,329.59,334.18,334.18,1699400000.0
2018-08-11,334.26,334.26,308.49,322.11,322.11,1790370000.0
2018-08-12,320.82,328.59,318.6,319.57,319.57,1625420000.0
2018-08-13,320.21,323.55,284.93,286.49,286.49,1751190000.0
2018-08-14,286.36,286.36,254.65,278.93,278.93,2137850000.0
2018-08-15,280.39,303.59,280.12,282.36,282.36,1878150000.0
2018-08-16,282.74,298.48,280.93,288.05,288.05,1552970000.0
2018-08-17,287.68,316.17,287.35,315.73,315.73,1995460000.0
2018-08-18,316.79,320.45,286.55,295.81,295.81,1764020000.0
2018-08-19,295.67,307.1,291.33,300.83,300.83,1447910000.0
2018-08-20,301.38,304.37,273.51,274.32,274.32,1413790000.0
2018-08-21,273.33,285.97,273.33,281.94,281.94,1164120000.0
2018-08-22,281.97,297.49,265.0,271.34,271.34,1507660000.0
2018-08-23,271.75,279.55,271.09,277.1,277.1,1271160000.0
2018-08-24,278.11,283.3,273.86,282.97,282.97,1450170000.0
2018-08-25,283.28,283.52,278.47,279.65,279.65,1208360000.0
2018-08-26,279.52,279.52,272.44,275.2,275.2,1206650000.0
2018-08-27,275.35,285.6,273.65,285.6,285.6,1406790000.0
2018-08-28,286.65,297.4,283.57,296.5,296.5,1513350000.0
2018-08-29,296.16,297.07,287.29,289.31,289.31,1474460000.0
2018-08-30,289.75,291.24,275.21,284.11,284.11,1513100000.0
2018-08-31,284.12,284.55,278.51,283.0,283.0,1411910000.0
2018-09-01,283.5,301.14,283.5,295.34,295.34,1546630000.0
2018-09-02,295.45,298.69,290.93,294.37,294.37,1321050000.0
2018-09-03,295.18,295.59,287.43,289.26,289.26,1394490000.0
2018-09-04,289.3,291.58,284.26,285.72,285.72,1554870000.0
2018-09-05,286.05,288.16,232.33,232.33,232.33,2390390000.0
2018-09-06,231.65,231.76,218.12,230.21,230.21,2097310000.0
2018-09-07,229.54,233.9,217.07,217.2,217.2,1678260000.0
2018-09-08,217.91,220.37,193.26,197.95,197.95,1517200000.0
2018-09-09,198.38,207.67,188.31,196.92,196.92,1585980000.0
2018-09-10,197.85,201.88,189.58,197.08,197.08,1502960000.0
2018-09-11,198.18,198.51,180.6,185.07,185.07,1568900000.0
2018-09-12,185.42,185.59,170.26,183.33,183.33,1874850000.0
2018-09-13,183.68,214.0,183.68,211.35,211.35,2330720000.0
2018-09-14,212.67,222.79,204.87,211.75,211.75,2232190000.0
2018-09-15,209.81,226.6,209.61,223.07,223.07,1670490000.0
2018-09-16,222.8,222.8,211.12,220.59,220.59,1502260000.0
2018-09-17,221.58,224.26,195.31,197.88,197.88,2019910000.0
2018-09-18,197.1,213.36,195.93,209.98,209.98,1800640000.0
2018-09-19,209.47,213.87,201.66,209.97,209.97,1733330000.0
2018-09-20,210.29,224.82,207.79,224.59,224.59,1782070000.0
2018-09-21,225.25,248.39,221.57,246.58,246.58,2836200000.0
2018-09-22,247.34,251.2,233.81,240.48,240.48,1921820000.0
2018-09-23,240.99,247.46,237.86,244.33,244.33,1693470000.0
2018-09-24,244.84,245.11,227.49,228.73,228.73,1748740000.0
2018-09-25,228.33,228.33,206.49,218.51,218.51,2120360000.0
2018-09-26,218.65,221.44,209.11,215.85,215.85,1756100000.0
2018-09-27,215.44,230.61,212.65,228.49,228.49,2030320000.0
2018-09-28,229.04,231.75,218.67,222.4,222.4,2018120000.0
2018-09-29,221.71,234.01,216.08,231.63,231.63,2208720000.0
2018-09-30,231.33,236.99,228.45,232.85,232.85,1765560000.0
2018-10-01,233.22,234.15,226.95,230.77,230.77,1597500000.0
2018-10-02,231.1,231.17,225.84,227.18,227.18,1542080000.0
2018-10-03,226.41,226.46,213.97,220.49,220.49,1683930000.0
2018-10-04,220.45,226.15,220.09,222.22,222.22,1479500000.0
2018-10-05,222.27,228.32,220.96,227.6,227.6,1547330000.0
2018-10-06,227.55,227.93,224.25,225.12,225.12,1505070000.0
2018-10-07,225.43,226.37,223.0,226.12,226.12,1470480000.0
2018-10-08,226.51,230.76,224.56,229.26,229.26,1470740000.0
2018-10-09,229.71,230.16,226.4,227.98,227.98,1405130000.0
2018-10-10,227.62,227.71,224.49,225.77,225.77,1384040000.0
2018-10-11,225.61,225.61,189.28,189.5,189.5,2167620000.0
2018-10-12,188.71,199.4,188.71,196.73,196.73,1487900000.0
2018-10-13,196.36,201.28,196.36,199.84,199.84,1167610000.0
2018-10-14,199.69,201.83,195.24,195.71,195.71,1169260000.0
2018-10-15,195.27,222.12,194.16,209.7,209.7,2865830000.0
2018-10-16,209.63,212.17,207.98,210.12,210.12,1532280000.0
2018-10-17,210.22,211.13,205.93,207.08,207.08,1444130000.0
2018-10-18,207.4,208.47,201.74,203.35,203.35,1365860000.0
2018-10-19,203.26,204.66,201.84,203.73,203.73,1264480000.0
2018-10-20,203.51,206.22,203.09,205.43,205.43,1238780000.0
2018-10-21,205.39,208.15,204.62,205.14,205.14,1190300000.0
2018-10-22,205.17,206.93,203.38,204.04,204.04,1328980000.0
2018-10-23,204.02,205.15,201.91,204.34,204.34,1237490000.0
2018-10-24,204.13,205.58,203.35,203.85,203.85,1102220000.0
2018-10-25,203.87,204.13,201.82,202.72,202.72,1102900000.0
2018-10-26,202.34,204.78,201.55,203.33,203.33,1161310000.0
2018-10-27,203.36,206.08,203.13,204.21,204.21,1084810000.0
2018-10-28,204.51,205.92,203.52,205.37,205.37,1139140000.0
2018-10-29,205.17,205.6,195.73,197.25,197.25,1517230000.0
2018-10-30,197.2,198.12,196.35,197.56,197.56,1363500000.0
2018-10-31,197.65,198.34,196.53,197.38,197.38,1442380000.0
2018-11-01,197.54,203.75,197.33,198.87,198.87,1336700000.0
2018-11-02,198.98,201.27,198.76,200.63,200.63,1451870000.0
2018-11-03,200.74,200.74,199.52,200.19,200.19,1307150000.0
2018-11-04,200.16,211.27,198.99,207.49,207.49,1749300000.0
2018-11-05,207.1,210.82,206.57,209.09,209.09,1613510000.0
2018-11-06,209.47,218.45,207.89,218.45,218.45,1856940000.0
2018-11-07,218.9,221.65,216.8,217.18,217.18,1927830000.0
2018-11-08,217.33,218.34,212.2,212.23,212.23,1769080000.0
2018-11-09,211.99,213.32,209.51,210.07,210.07,1554750000.0
2018-11-10,209.98,213.86,209.8,212.53,212.53,1377760000.0
2018-11-11,212.48,213.0,208.87,211.34,211.34,1501600000.0
2018-11-12,211.51,212.62,208.92,210.42,210.42,1452380000.0
2018-11-13,210.15,210.51,206.13,206.83,206.83,1610260000.0
2018-11-14,206.53,207.04,174.08,181.4,181.4,2595330000.0
2018-11-15,181.9,184.25,170.19,180.81,180.81,2638410000.0
2018-11-16,180.87,181.35,173.13,175.18,175.18,2015330000.0
2018-11-17,175.36,175.85,172.87,174.0,174.0,1832800000.0
2018-11-18,174.18,179.15,174.18,177.07,177.07,1810920000.0
2018-11-19,177.18,177.18,147.85,149.18,149.18,2745160000.0
2018-11-20,148.81,151.25,126.36,130.34,130.34,3134410000.0
2018-11-21,131.14,138.89,125.76,136.7,136.7,2685930000.0
2018-11-22,136.81,137.74,126.71,126.71,126.71,1792150000.0
2018-11-23,126.42,127.03,119.56,123.3,123.3,1998010000.0
2018-11-24,123.3,126.79,110.82,113.49,113.49,1800960000.0
2018-11-25,113.13,118.88,101.77,116.45,116.45,2466750000.0
2018-11-26,116.34,118.2,104.89,108.33,108.33,2139490000.0
2018-11-27,107.91,111.84,102.45,110.01,110.01,2320010000.0
2018-11-28,110.2,126.05,110.2,122.44,122.44,2673470000.0
2018-11-29,122.72,123.23,115.3,117.54,117.54,2196099151.0
2018-11-30,117.73,119.42,111.74,113.17,113.17,2020748396.0
2018-12-01,113.4,120.84,111.62,118.64,118.64,2131475768.0
2018-12-02,118.27,120.56,116.09,116.39,116.39,1856199149.0
2018-12-03,116.38,116.62,107.42,108.93,108.93,1772756193.0
2018-12-04,108.8,113.14,107.4,110.21,110.21,1748116495.0
2018-12-05,110.34,110.6,102.48,102.48,102.48,1990157607.0
2018-12-06,102.45,104.1,91.76,91.76,91.76,2310716932.0
2018-12-07,91.65,96.09,83.47,93.29,93.29,2554304530.0
2018-12-08,93.41,97.06,86.83,92.16,92.16,1855759401.0
2018-12-09,92.04,98.9,91.03,95.14,95.14,1875567180.0
2018-12-10,94.99,96.26,90.65,91.69,91.69,1756437577.0
2018-12-11,91.58,92.78,87.69,88.95,88.95,1707497898.0
2018-12-12,88.61,92.24,88.26,90.59,90.59,1533050103.0
2018-12-13,90.66,91.11,85.52,86.54,86.54,1754475622.0
2018-12-14,86.63,87.14,83.23,84.31,84.31,1651491877.0
2018-12-15,84.28,85.34,82.83,84.44,84.44,1496176898.0
2018-12-16,84.47,87.57,84.47,85.26,85.26,1565817037.0
2018-12-17,85.38,96.81,85.38,95.13,95.13,2101453024.0
2018-12-18,95.11,101.32,92.97,101.11,101.11,2277514076.0
2018-12-19,101.68,108.55,100.69,101.27,101.27,2456482115.0
2018-12-20,101.09,117.17,100.64,116.22,116.22,3063842618.0
